timestamp,zone,pm25,pm10,no2,data_source
2024-01-01 00:00:00+00:00,Adyar_Besant_Nagar,52.0,104.8,10.5,interpolated
2024-01-01 01:00:00+00:00,Adyar_Besant_Nagar,70.7,113.4,13.6,interpolated
2024-01-01 02:00:00+00:00,Adyar_Besant_Nagar,63.6,139.0,23.5,interpolated
2024-01-01 03:00:00+00:00,Adyar_Besant_Nagar,105.0,227.2,24.6,interpolated
2024-01-01 04:00:00+00:00,Adyar_Besant_Nagar,95.9,190.5,21.1,interpolated
2024-01-01 05:00:00+00:00,Adyar_Besant_Nagar,73.5,138.3,17.1,interpolated
2024-01-01 06:00:00+00:00,Adyar_Besant_Nagar,63.1,127.1,18.7,interpolated
2024-01-01 07:00:00+00:00,Adyar_Besant_Nagar,64.4,126.1,18.0,interpolated
2024-01-01 08:00:00+00:00,Adyar_Besant_Nagar,69.2,134.0,22.2,interpolated
2024-01-01 09:00:00+00:00,Adyar_Besant_Nagar,79.1,149.6,19.0,interpolated
2024-01-01 10:00:00+00:00,Adyar_Besant_Nagar,75.5,142.7,15.3,interpolated
2024-01-01 11:00:00+00:00,Adyar_Besant_Nagar,63.0,118.8,10.5,interpolated
2024-01-01 12:00:00+00:00,Adyar_Besant_Nagar,52.9,117.5,10.1,interpolated
2024-01-01 13:00:00+00:00,Adyar_Besant_Nagar,53.0,116.7,8.9,interpolated
2024-01-01 14:00:00+00:00,Adyar_Besant_Nagar,52.3,108.0,8.2,interpolated
2024-01-01 15:00:00+00:00,Adyar_Besant_Nagar,51.8,106.7,7.4,interpolated
2024-01-01 16:00:00+00:00,Adyar_Besant_Nagar,50.8,106.5,6.7,interpolated
2024-01-01 17:00:00+00:00,Adyar_Besant_Nagar,45.8,100.7,8.1,interpolated
2024-01-01 18:00:00+00:00,Adyar_Besant_Nagar,49.3,98.6,14.2,interpolated
2024-01-01 19:00:00+00:00,Adyar_Besant_Nagar,52.5,95.6,16.9,interpolated
2024-01-01 20:00:00+00:00,Adyar_Besant_Nagar,58.3,102.4,14.9,interpolated
2024-01-01 21:00:00+00:00,Adyar_Besant_Nagar,38.5,77.3,12.3,interpolated
2024-01-01 22:00:00+00:00,Adyar_Besant_Nagar,36.0,74.8,10.8,interpolated
2024-01-01 23:00:00+00:00,Adyar_Besant_Nagar,36.3,75.8,7.2,interpolated
2024-01-02 00:00:00+00:00,Adyar_Besant_Nagar,34.4,77.6,6.1,interpolated
2024-01-02 01:00:00+00:00,Adyar_Besant_Nagar,33.2,68.3,6.1,interpolated
2024-01-02 02:00:00+00:00,Adyar_Besant_Nagar,28.1,60.8,5.7,interpolated
2024-01-02 03:00:00+00:00,Adyar_Besant_Nagar,27.1,58.0,5.4,interpolated
2024-01-02 04:00:00+00:00,Adyar_Besant_Nagar,26.6,58.6,7.1,interpolated
2024-01-02 05:00:00+00:00,Adyar_Besant_Nagar,29.5,68.1,17.4,interpolated
2024-01-02 06:00:00+00:00,Adyar_Besant_Nagar,49.4,103.2,27.6,interpolated
2024-01-02 07:00:00+00:00,Adyar_Besant_Nagar,52.6,111.2,30.6,interpolated
2024-01-02 08:00:00+00:00,Adyar_Besant_Nagar,60.4,125.7,28.6,interpolated
2024-01-02 09:00:00+00:00,Adyar_Besant_Nagar,66.6,138.9,29.9,interpolated
2024-01-02 10:00:00+00:00,Adyar_Besant_Nagar,60.1,132.1,14.6,interpolated
2024-01-02 11:00:00+00:00,Adyar_Besant_Nagar,43.0,109.2,8.3,interpolated
2024-01-02 12:00:00+00:00,Adyar_Besant_Nagar,39.7,99.0,8.7,interpolated
2024-01-02 13:00:00+00:00,Adyar_Besant_Nagar,39.9,94.5,8.1,interpolated
2024-01-02 14:00:00+00:00,Adyar_Besant_Nagar,42.7,94.0,7.2,interpolated
2024-01-02 15:00:00+00:00,Adyar_Besant_Nagar,47.4,97.0,9.3,interpolated
2024-01-02 16:00:00+00:00,Adyar_Besant_Nagar,52.7,102.3,9.4,interpolated
2024-01-02 17:00:00+00:00,Adyar_Besant_Nagar,54.3,99.5,8.3,interpolated
2024-01-02 18:00:00+00:00,Adyar_Besant_Nagar,59.2,95.4,10.4,interpolated
2024-01-02 19:00:00+00:00,Adyar_Besant_Nagar,60.8,99.2,11.1,interpolated
2024-01-02 20:00:00+00:00,Adyar_Besant_Nagar,53.5,89.6,14.5,interpolated
2024-01-02 21:00:00+00:00,Adyar_Besant_Nagar,46.3,80.1,21.8,interpolated
2024-01-02 22:00:00+00:00,Adyar_Besant_Nagar,39.6,68.0,15.0,interpolated
2024-01-02 23:00:00+00:00,Adyar_Besant_Nagar,34.0,61.9,9.6,interpolated
2024-01-03 00:00:00+00:00,Adyar_Besant_Nagar,32.1,63.3,10.1,interpolated
2024-01-03 01:00:00+00:00,Adyar_Besant_Nagar,30.1,58.5,10.2,interpolated
2024-01-03 02:00:00+00:00,Adyar_Besant_Nagar,33.2,82.1,17.6,interpolated
2024-01-03 03:00:00+00:00,Adyar_Besant_Nagar,41.1,131.7,20.4,interpolated
2024-01-03 04:00:00+00:00,Adyar_Besant_Nagar,46.2,111.1,21.9,interpolated
2024-01-03 05:00:00+00:00,Adyar_Besant_Nagar,55.5,107.7,26.1,interpolated
2024-01-03 06:00:00+00:00,Adyar_Besant_Nagar,70.9,103.1,32.5,interpolated
2024-01-03 07:00:00+00:00,Adyar_Besant_Nagar,63.4,121.9,35.9,interpolated
2024-01-03 08:00:00+00:00,Adyar_Besant_Nagar,76.3,148.6,43.6,interpolated
2024-01-03 09:00:00+00:00,Adyar_Besant_Nagar,73.4,145.8,37.3,interpolated
2024-01-03 10:00:00+00:00,Adyar_Besant_Nagar,38.9,99.7,67.3,interpolated
2024-01-03 11:00:00+00:00,Adyar_Besant_Nagar,48.3,105.1,23.3,interpolated
2024-01-03 12:00:00+00:00,Adyar_Besant_Nagar,46.0,99.7,9.2,interpolated
2024-01-03 13:00:00+00:00,Adyar_Besant_Nagar,47.3,89.9,12.0,interpolated
2024-01-03 14:00:00+00:00,Adyar_Besant_Nagar,43.8,84.8,11.0,interpolated
2024-01-03 15:00:00+00:00,Adyar_Besant_Nagar,40.9,80.5,10.3,interpolated
2024-01-03 16:00:00+00:00,Adyar_Besant_Nagar,77.7,139.3,12.7,interpolated
2024-01-03 17:00:00+00:00,Adyar_Besant_Nagar,51.5,91.8,9.5,interpolated
2024-01-03 18:00:00+00:00,Adyar_Besant_Nagar,46.9,90.1,11.9,interpolated
2024-01-03 19:00:00+00:00,Adyar_Besant_Nagar,43.0,81.3,11.1,interpolated
2024-01-03 20:00:00+00:00,Adyar_Besant_Nagar,38.4,74.8,12.0,interpolated
2024-01-03 21:00:00+00:00,Adyar_Besant_Nagar,31.6,70.5,8.4,interpolated
2024-01-03 22:00:00+00:00,Adyar_Besant_Nagar,26.9,63.9,12.4,interpolated
2024-01-03 23:00:00+00:00,Adyar_Besant_Nagar,21.8,59.9,7.4,interpolated
2024-01-04 00:00:00+00:00,Adyar_Besant_Nagar,23.9,62.5,6.8,interpolated
2024-01-04 01:00:00+00:00,Adyar_Besant_Nagar,24.3,53.5,6.8,interpolated
2024-01-04 02:00:00+00:00,Adyar_Besant_Nagar,19.1,43.8,8.4,interpolated
2024-01-04 03:00:00+00:00,Adyar_Besant_Nagar,21.4,54.1,25.5,interpolated
2024-01-04 04:00:00+00:00,Adyar_Besant_Nagar,36.5,81.8,22.6,interpolated
2024-01-04 05:00:00+00:00,Adyar_Besant_Nagar,43.4,83.0,23.0,interpolated
2024-01-04 06:00:00+00:00,Adyar_Besant_Nagar,45.7,80.4,29.8,interpolated
2024-01-04 07:00:00+00:00,Adyar_Besant_Nagar,63.5,105.3,28.1,interpolated
2024-01-04 08:00:00+00:00,Adyar_Besant_Nagar,74.3,129.0,35.6,interpolated
2024-01-04 09:00:00+00:00,Adyar_Besant_Nagar,77.7,147.2,33.7,interpolated
2024-01-04 10:00:00+00:00,Adyar_Besant_Nagar,64.5,130.6,15.1,interpolated
2024-01-04 11:00:00+00:00,Adyar_Besant_Nagar,35.8,85.2,8.2,interpolated
2024-01-04 12:00:00+00:00,Adyar_Besant_Nagar,41.8,89.7,10.2,interpolated
2024-01-04 13:00:00+00:00,Adyar_Besant_Nagar,47.7,85.5,6.9,interpolated
2024-01-04 14:00:00+00:00,Adyar_Besant_Nagar,47.1,79.5,11.2,interpolated
2024-01-04 15:00:00+00:00,Adyar_Besant_Nagar,43.6,79.0,8.1,interpolated
2024-01-04 16:00:00+00:00,Adyar_Besant_Nagar,43.0,77.1,16.6,interpolated
2024-01-04 17:00:00+00:00,Adyar_Besant_Nagar,40.6,62.9,20.5,interpolated
2024-01-04 18:00:00+00:00,Adyar_Besant_Nagar,41.4,58.9,44.2,interpolated
2024-01-04 19:00:00+00:00,Adyar_Besant_Nagar,49.1,71.7,41.4,interpolated
2024-01-04 20:00:00+00:00,Adyar_Besant_Nagar,59.1,86.2,37.3,interpolated
2024-01-04 21:00:00+00:00,Adyar_Besant_Nagar,50.1,80.2,20.8,interpolated
2024-01-04 22:00:00+00:00,Adyar_Besant_Nagar,40.8,63.9,15.7,interpolated
2024-01-04 23:00:00+00:00,Adyar_Besant_Nagar,40.6,64.3,9.4,interpolated
2024-01-05 00:00:00+00:00,Adyar_Besant_Nagar,35.7,65.6,12.3,interpolated
2024-01-05 01:00:00+00:00,Adyar_Besant_Nagar,33.9,65.8,9.9,interpolated
2024-01-05 02:00:00+00:00,Adyar_Besant_Nagar,36.0,64.8,9.7,interpolated
2024-01-05 03:00:00+00:00,Adyar_Besant_Nagar,37.9,63.1,13.3,interpolated
2024-01-05 04:00:00+00:00,Adyar_Besant_Nagar,38.0,67.1,19.6,interpolated
2024-01-05 05:00:00+00:00,Adyar_Besant_Nagar,46.9,72.3,26.5,interpolated
2024-01-05 06:00:00+00:00,Adyar_Besant_Nagar,52.3,86.8,27.0,interpolated
2024-01-05 07:00:00+00:00,Adyar_Besant_Nagar,57.2,92.8,28.9,interpolated
2024-01-05 08:00:00+00:00,Adyar_Besant_Nagar,61.8,104.9,29.4,interpolated
2024-01-05 09:00:00+00:00,Adyar_Besant_Nagar,70.3,117.1,31.9,interpolated
2024-01-05 10:00:00+00:00,Adyar_Besant_Nagar,60.5,108.0,23.8,interpolated
2024-01-05 11:00:00+00:00,Adyar_Besant_Nagar,44.7,87.2,18.0,interpolated
2024-01-05 12:00:00+00:00,Adyar_Besant_Nagar,41.1,80.3,13.1,interpolated
2024-01-05 13:00:00+00:00,Adyar_Besant_Nagar,35.3,74.0,15.4,interpolated
2024-01-05 14:00:00+00:00,Adyar_Besant_Nagar,36.8,71.9,8.6,interpolated
2024-01-05 15:00:00+00:00,Adyar_Besant_Nagar,36.1,66.2,10.4,interpolated
2024-01-05 16:00:00+00:00,Adyar_Besant_Nagar,29.6,64.1,13.3,interpolated
2024-01-05 17:00:00+00:00,Adyar_Besant_Nagar,29.5,71.5,19.2,interpolated
2024-01-05 18:00:00+00:00,Adyar_Besant_Nagar,33.3,70.1,13.8,interpolated
2024-01-05 19:00:00+00:00,Adyar_Besant_Nagar,31.9,67.2,16.4,interpolated
2024-01-05 20:00:00+00:00,Adyar_Besant_Nagar,34.5,65.1,14.1,interpolated
2024-01-05 21:00:00+00:00,Adyar_Besant_Nagar,29.3,55.4,12.3,interpolated
2024-01-05 22:00:00+00:00,Adyar_Besant_Nagar,23.5,52.1,8.3,interpolated
2024-01-05 23:00:00+00:00,Adyar_Besant_Nagar,21.3,48.8,8.3,interpolated
2024-01-06 00:00:00+00:00,Adyar_Besant_Nagar,22.9,52.2,6.3,interpolated
2024-01-06 01:00:00+00:00,Adyar_Besant_Nagar,24.7,48.2,5.5,interpolated
2024-01-06 02:00:00+00:00,Adyar_Besant_Nagar,23.1,44.1,7.1,interpolated
2024-01-06 03:00:00+00:00,Adyar_Besant_Nagar,23.0,46.0,7.1,interpolated
2024-01-06 04:00:00+00:00,Adyar_Besant_Nagar,23.8,45.9,11.5,interpolated
2024-01-06 05:00:00+00:00,Adyar_Besant_Nagar,25.6,39.9,11.9,interpolated
2024-01-06 06:00:00+00:00,Adyar_Besant_Nagar,25.6,35.1,10.8,interpolated
2024-01-06 07:00:00+00:00,Adyar_Besant_Nagar,24.9,38.4,14.4,interpolated
2024-01-06 08:00:00+00:00,Adyar_Besant_Nagar,23.1,42.1,21.1,interpolated
2024-01-06 09:00:00+00:00,Adyar_Besant_Nagar,23.0,45.1,12.4,interpolated
2024-01-06 10:00:00+00:00,Adyar_Besant_Nagar,22.3,47.2,12.6,interpolated
2024-01-06 11:00:00+00:00,Adyar_Besant_Nagar,19.6,44.6,14.3,interpolated
2024-01-06 12:00:00+00:00,Adyar_Besant_Nagar,19.5,50.9,13.1,interpolated
2024-01-06 13:00:00+00:00,Adyar_Besant_Nagar,19.5,49.2,11.8,interpolated
2024-01-06 14:00:00+00:00,Adyar_Besant_Nagar,18.6,40.3,9.1,interpolated
2024-01-06 15:00:00+00:00,Adyar_Besant_Nagar,17.7,41.1,9.0,interpolated
2024-01-06 16:00:00+00:00,Adyar_Besant_Nagar,17.9,40.2,7.6,interpolated
2024-01-06 17:00:00+00:00,Adyar_Besant_Nagar,12.6,39.5,8.5,interpolated
2024-01-06 18:00:00+00:00,Adyar_Besant_Nagar,14.7,36.6,10.7,interpolated
2024-01-06 19:00:00+00:00,Adyar_Besant_Nagar,13.7,37.5,16.3,interpolated
2024-01-06 20:00:00+00:00,Adyar_Besant_Nagar,14.7,41.2,19.9,interpolated
2024-01-06 21:00:00+00:00,Adyar_Besant_Nagar,18.3,46.4,28.4,interpolated
2024-01-06 22:00:00+00:00,Adyar_Besant_Nagar,20.8,55.2,27.4,interpolated
2024-01-06 23:00:00+00:00,Adyar_Besant_Nagar,21.9,63.2,24.7,interpolated
2024-01-07 00:00:00+00:00,Adyar_Besant_Nagar,19.1,63.7,15.4,interpolated
2024-01-07 01:00:00+00:00,Adyar_Besant_Nagar,16.9,51.6,9.9,interpolated
2024-01-07 02:00:00+00:00,Adyar_Besant_Nagar,20.1,44.9,11.0,interpolated
2024-01-07 03:00:00+00:00,Adyar_Besant_Nagar,21.4,44.1,7.5,interpolated
2024-01-07 04:00:00+00:00,Adyar_Besant_Nagar,18.3,47.5,7.8,interpolated
2024-01-07 05:00:00+00:00,Adyar_Besant_Nagar,16.4,42.6,6.2,interpolated
2024-01-07 06:00:00+00:00,Adyar_Besant_Nagar,10.0,29.5,19.1,interpolated
2024-01-07 07:00:00+00:00,Adyar_Besant_Nagar,10.5,29.7,43.5,interpolated
2024-01-07 08:00:00+00:00,Adyar_Besant_Nagar,17.6,40.5,37.8,interpolated
2024-01-07 09:00:00+00:00,Adyar_Besant_Nagar,22.4,48.9,26.0,interpolated
2024-01-07 10:00:00+00:00,Adyar_Besant_Nagar,25.3,48.2,19.8,interpolated
2024-01-07 11:00:00+00:00,Adyar_Besant_Nagar,18.1,34.9,26.8,interpolated
2024-01-07 12:00:00+00:00,Adyar_Besant_Nagar,16.2,35.9,15.0,interpolated
2024-01-07 13:00:00+00:00,Adyar_Besant_Nagar,17.3,38.7,21.8,interpolated
2024-01-07 14:00:00+00:00,Adyar_Besant_Nagar,17.8,36.8,19.0,interpolated
2024-01-07 15:00:00+00:00,Adyar_Besant_Nagar,17.4,33.9,14.3,interpolated
2024-01-07 16:00:00+00:00,Adyar_Besant_Nagar,17.2,31.6,13.0,interpolated
2024-01-07 17:00:00+00:00,Adyar_Besant_Nagar,15.3,29.6,15.2,interpolated
2024-01-07 18:00:00+00:00,Adyar_Besant_Nagar,19.8,29.6,11.8,interpolated
2024-01-07 19:00:00+00:00,Adyar_Besant_Nagar,17.3,29.4,11.6,interpolated
2024-01-07 20:00:00+00:00,Adyar_Besant_Nagar,11.0,21.4,9.9,interpolated
2024-01-07 21:00:00+00:00,Adyar_Besant_Nagar,8.4,20.8,14.8,interpolated
2024-01-07 22:00:00+00:00,Adyar_Besant_Nagar,7.2,24.4,13.6,interpolated
2024-01-07 23:00:00+00:00,Adyar_Besant_Nagar,8.6,26.7,20.7,interpolated
2024-01-08 00:00:00+00:00,Adyar_Besant_Nagar,15.9,31.4,15.4,interpolated
2024-01-08 01:00:00+00:00,Adyar_Besant_Nagar,23.9,38.3,28.1,interpolated
2024-01-08 02:00:00+00:00,Adyar_Besant_Nagar,27.6,35.3,19.4,interpolated
2024-01-08 03:00:00+00:00,Adyar_Besant_Nagar,18.6,23.3,8.9,interpolated
2024-01-08 04:00:00+00:00,Adyar_Besant_Nagar,16.4,26.3,4.5,interpolated
2024-01-08 05:00:00+00:00,Adyar_Besant_Nagar,14.4,27.4,6.6,interpolated
2024-01-08 06:00:00+00:00,Adyar_Besant_Nagar,15.1,27.0,16.6,interpolated
2024-01-08 07:00:00+00:00,Adyar_Besant_Nagar,18.7,27.4,36.6,interpolated
2024-01-08 08:00:00+00:00,Adyar_Besant_Nagar,25.5,30.9,44.7,interpolated
2024-01-08 09:00:00+00:00,Adyar_Besant_Nagar,18.0,26.9,20.7,interpolated
2024-01-08 10:00:00+00:00,Adyar_Besant_Nagar,17.5,29.0,21.5,interpolated
2024-01-08 11:00:00+00:00,Adyar_Besant_Nagar,16.1,37.1,24.5,interpolated
2024-01-08 12:00:00+00:00,Adyar_Besant_Nagar,23.9,49.1,12.0,interpolated
2024-01-08 13:00:00+00:00,Adyar_Besant_Nagar,29.7,48.7,9.9,interpolated
2024-01-08 14:00:00+00:00,Adyar_Besant_Nagar,30.9,45.4,10.3,interpolated
2024-01-08 15:00:00+00:00,Adyar_Besant_Nagar,29.6,56.0,9.3,interpolated
2024-01-08 16:00:00+00:00,Adyar_Besant_Nagar,28.5,59.4,12.9,interpolated
2024-01-08 17:00:00+00:00,Adyar_Besant_Nagar,33.1,63.0,14.1,interpolated
2024-01-08 18:00:00+00:00,Adyar_Besant_Nagar,35.3,63.5,14.5,interpolated
2024-01-08 19:00:00+00:00,Adyar_Besant_Nagar,35.8,66.5,15.3,interpolated
2024-01-08 20:00:00+00:00,Adyar_Besant_Nagar,41.6,67.6,10.0,interpolated
2024-01-08 21:00:00+00:00,Adyar_Besant_Nagar,45.3,74.1,11.0,interpolated
2024-01-08 22:00:00+00:00,Adyar_Besant_Nagar,42.9,73.9,9.8,interpolated
2024-01-08 23:00:00+00:00,Adyar_Besant_Nagar,39.4,69.5,6.7,interpolated
2024-01-09 00:00:00+00:00,Adyar_Besant_Nagar,37.5,72.4,5.0,interpolated
2024-01-09 01:00:00+00:00,Adyar_Besant_Nagar,36.0,68.5,4.5,interpolated
2024-01-09 02:00:00+00:00,Adyar_Besant_Nagar,35.8,68.6,4.2,interpolated
2024-01-09 03:00:00+00:00,Adyar_Besant_Nagar,34.6,60.6,4.8,interpolated
2024-01-09 04:00:00+00:00,Adyar_Besant_Nagar,32.9,60.7,5.2,interpolated
2024-01-09 05:00:00+00:00,Adyar_Besant_Nagar,30.4,61.4,10.5,interpolated
2024-01-09 06:00:00+00:00,Adyar_Besant_Nagar,34.4,61.4,17.9,interpolated
2024-01-09 07:00:00+00:00,Adyar_Besant_Nagar,36.4,65.9,12.4,interpolated
2024-01-09 08:00:00+00:00,Adyar_Besant_Nagar,35.2,65.8,13.1,interpolated
2024-01-09 09:00:00+00:00,Adyar_Besant_Nagar,34.8,63.6,7.9,interpolated
2024-01-09 10:00:00+00:00,Adyar_Besant_Nagar,29.5,68.3,7.7,interpolated
2024-01-09 11:00:00+00:00,Adyar_Besant_Nagar,32.0,72.5,6.2,interpolated
2024-01-09 12:00:00+00:00,Adyar_Besant_Nagar,36.8,79.6,6.7,interpolated
2024-01-09 13:00:00+00:00,Adyar_Besant_Nagar,37.2,77.3,6.8,interpolated
2024-01-09 14:00:00+00:00,Adyar_Besant_Nagar,33.5,70.3,5.8,interpolated
2024-01-09 15:00:00+00:00,Adyar_Besant_Nagar,31.4,74.7,6.9,interpolated
2024-01-09 16:00:00+00:00,Adyar_Besant_Nagar,34.8,75.9,6.6,interpolated
2024-01-09 17:00:00+00:00,Adyar_Besant_Nagar,31.8,77.9,8.8,interpolated
2024-01-09 18:00:00+00:00,Adyar_Besant_Nagar,31.2,79.9,11.3,interpolated
2024-01-09 19:00:00+00:00,Adyar_Besant_Nagar,40.4,76.3,11.1,interpolated
2024-01-09 20:00:00+00:00,Adyar_Besant_Nagar,41.9,76.7,9.1,interpolated
2024-01-09 21:00:00+00:00,Adyar_Besant_Nagar,40.8,73.6,9.3,interpolated
2024-01-09 22:00:00+00:00,Adyar_Besant_Nagar,36.6,72.1,6.9,interpolated
2024-01-09 23:00:00+00:00,Adyar_Besant_Nagar,35.0,70.6,5.6,interpolated
2024-01-10 00:00:00+00:00,Adyar_Besant_Nagar,38.0,74.0,4.8,interpolated
2024-01-10 01:00:00+00:00,Adyar_Besant_Nagar,38.1,67.9,5.1,interpolated
2024-01-10 02:00:00+00:00,Adyar_Besant_Nagar,37.3,62.4,5.1,interpolated
2024-01-10 03:00:00+00:00,Adyar_Besant_Nagar,33.7,56.8,4.5,interpolated
2024-01-10 04:00:00+00:00,Adyar_Besant_Nagar,35.9,58.1,4.8,interpolated
2024-01-10 05:00:00+00:00,Adyar_Besant_Nagar,38.0,62.2,6.6,interpolated
2024-01-10 06:00:00+00:00,Adyar_Besant_Nagar,33.4,63.6,18.9,interpolated
2024-01-10 07:00:00+00:00,Adyar_Besant_Nagar,38.4,64.4,27.6,interpolated
2024-01-10 08:00:00+00:00,Adyar_Besant_Nagar,37.8,71.3,18.4,interpolated
2024-01-10 09:00:00+00:00,Adyar_Besant_Nagar,34.8,77.2,12.3,interpolated
2024-01-10 10:00:00+00:00,Adyar_Besant_Nagar,33.2,70.9,7.6,interpolated
2024-01-10 11:00:00+00:00,Adyar_Besant_Nagar,30.6,69.7,7.2,interpolated
2024-01-10 12:00:00+00:00,Adyar_Besant_Nagar,30.6,77.7,7.6,interpolated
2024-01-10 13:00:00+00:00,Adyar_Besant_Nagar,33.9,72.7,6.3,interpolated
2024-01-10 14:00:00+00:00,Adyar_Besant_Nagar,36.5,70.7,7.9,interpolated
2024-01-10 15:00:00+00:00,Adyar_Besant_Nagar,34.8,68.8,6.9,interpolated
2024-01-10 16:00:00+00:00,Adyar_Besant_Nagar,37.4,74.6,8.4,interpolated
2024-01-10 17:00:00+00:00,Adyar_Besant_Nagar,36.0,78.0,8.5,interpolated
2024-01-10 18:00:00+00:00,Adyar_Besant_Nagar,35.8,82.2,13.7,interpolated
2024-01-10 19:00:00+00:00,Adyar_Besant_Nagar,35.8,80.4,12.6,interpolated
2024-01-10 20:00:00+00:00,Adyar_Besant_Nagar,42.5,84.2,15.3,interpolated
2024-01-10 21:00:00+00:00,Adyar_Besant_Nagar,45.1,82.4,22.8,interpolated
2024-01-10 22:00:00+00:00,Adyar_Besant_Nagar,44.6,80.6,18.3,interpolated
2024-01-10 23:00:00+00:00,Adyar_Besant_Nagar,43.9,76.8,11.7,interpolated
2024-01-11 00:00:00+00:00,Adyar_Besant_Nagar,42.3,81.8,9.4,interpolated
2024-01-11 01:00:00+00:00,Adyar_Besant_Nagar,40.0,79.2,8.1,interpolated
2024-01-11 02:00:00+00:00,Adyar_Besant_Nagar,44.0,72.7,8.3,interpolated
2024-01-11 03:00:00+00:00,Adyar_Besant_Nagar,44.6,71.8,8.6,interpolated
2024-01-11 04:00:00+00:00,Adyar_Besant_Nagar,43.1,73.5,10.2,interpolated
2024-01-11 05:00:00+00:00,Adyar_Besant_Nagar,39.4,74.5,8.3,interpolated
2024-01-11 06:00:00+00:00,Adyar_Besant_Nagar,43.3,72.6,19.3,interpolated
2024-01-11 07:00:00+00:00,Adyar_Besant_Nagar,45.2,78.3,17.7,interpolated
2024-01-11 08:00:00+00:00,Adyar_Besant_Nagar,37.9,78.3,21.9,interpolated
2024-01-11 09:00:00+00:00,Adyar_Besant_Nagar,39.4,76.9,12.1,interpolated
2024-01-11 10:00:00+00:00,Adyar_Besant_Nagar,36.9,73.3,10.2,interpolated
2024-01-11 11:00:00+00:00,Adyar_Besant_Nagar,34.4,73.6,6.8,interpolated
2024-01-11 12:00:00+00:00,Adyar_Besant_Nagar,33.2,82.8,9.3,interpolated
2024-01-11 13:00:00+00:00,Adyar_Besant_Nagar,41.0,97.3,8.7,interpolated
2024-01-11 14:00:00+00:00,Adyar_Besant_Nagar,48.4,81.9,9.3,interpolated
2024-01-11 15:00:00+00:00,Adyar_Besant_Nagar,34.5,75.1,7.6,interpolated
2024-01-11 16:00:00+00:00,Adyar_Besant_Nagar,30.9,78.1,7.3,interpolated
2024-01-11 17:00:00+00:00,Adyar_Besant_Nagar,31.1,78.1,9.0,interpolated
2024-01-11 18:00:00+00:00,Adyar_Besant_Nagar,39.8,78.9,10.5,interpolated
2024-01-11 19:00:00+00:00,Adyar_Besant_Nagar,51.4,79.9,11.3,interpolated
2024-01-11 20:00:00+00:00,Adyar_Besant_Nagar,51.0,78.9,12.2,interpolated
2024-01-11 21:00:00+00:00,Adyar_Besant_Nagar,46.8,83.5,11.4,interpolated
2024-01-11 22:00:00+00:00,Adyar_Besant_Nagar,46.1,80.8,10.7,interpolated
2024-01-11 23:00:00+00:00,Adyar_Besant_Nagar,46.3,85.1,7.9,interpolated
2024-01-12 00:00:00+00:00,Adyar_Besant_Nagar,44.3,87.0,8.2,interpolated
2024-01-12 01:00:00+00:00,Adyar_Besant_Nagar,45.1,78.6,9.1,interpolated
2024-01-12 02:00:00+00:00,Adyar_Besant_Nagar,39.0,76.0,8.9,interpolated
2024-01-12 03:00:00+00:00,Adyar_Besant_Nagar,39.9,73.2,9.1,interpolated
2024-01-12 04:00:00+00:00,Adyar_Besant_Nagar,40.0,74.0,11.2,interpolated
2024-01-12 05:00:00+00:00,Adyar_Besant_Nagar,45.2,94.9,19.4,interpolated
2024-01-12 06:00:00+00:00,Adyar_Besant_Nagar,60.7,118.9,22.3,interpolated
2024-01-12 07:00:00+00:00,Adyar_Besant_Nagar,68.9,126.4,30.2,interpolated
2024-01-12 08:00:00+00:00,Adyar_Besant_Nagar,85.5,147.9,36.2,interpolated
2024-01-12 09:00:00+00:00,Adyar_Besant_Nagar,77.5,144.6,24.2,interpolated
2024-01-12 10:00:00+00:00,Adyar_Besant_Nagar,45.6,104.7,8.1,interpolated
2024-01-12 11:00:00+00:00,Adyar_Besant_Nagar,42.0,95.5,7.9,interpolated
2024-01-12 12:00:00+00:00,Adyar_Besant_Nagar,40.1,86.9,6.0,interpolated
2024-01-12 13:00:00+00:00,Adyar_Besant_Nagar,37.0,82.2,6.8,interpolated
2024-01-12 14:00:00+00:00,Adyar_Besant_Nagar,35.9,75.7,6.9,interpolated
2024-01-12 15:00:00+00:00,Adyar_Besant_Nagar,34.6,79.7,7.5,interpolated
2024-01-12 16:00:00+00:00,Adyar_Besant_Nagar,34.0,82.9,9.0,interpolated
2024-01-12 17:00:00+00:00,Adyar_Besant_Nagar,38.6,82.2,8.0,interpolated
2024-01-12 18:00:00+00:00,Adyar_Besant_Nagar,38.4,82.2,10.4,interpolated
2024-01-12 19:00:00+00:00,Adyar_Besant_Nagar,41.0,83.6,13.4,interpolated
2024-01-12 20:00:00+00:00,Adyar_Besant_Nagar,42.8,84.5,14.8,interpolated
2024-01-12 21:00:00+00:00,Adyar_Besant_Nagar,39.2,85.1,14.5,interpolated
2024-01-12 22:00:00+00:00,Adyar_Besant_Nagar,39.6,86.0,16.0,interpolated
2024-01-12 23:00:00+00:00,Adyar_Besant_Nagar,46.2,91.1,12.4,interpolated
2024-01-13 00:00:00+00:00,Adyar_Besant_Nagar,53.0,113.9,12.8,interpolated
2024-01-13 01:00:00+00:00,Adyar_Besant_Nagar,59.7,122.9,14.5,interpolated
2024-01-13 02:00:00+00:00,Adyar_Besant_Nagar,51.8,107.9,17.4,interpolated
