Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),RH (%),WS (m/s),TOT-RF (mm),SR (W/mt2),BP (mmHg)
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T13:15:00.000000+0000,75,149,4.1,10.6,9,24.9,10.1,71,3.2,0,454,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T13:30:00.000000+0000,75,149,3.1,11.2,8.4,25,10.2,71,2.5,0,421,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T13:45:00.000000+0000,85,134,4,10.6,8.9,25.1,10.2,70,2.8,0,454,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T14:00:00.000000+0000,85,134,4,9.6,8.3,24.4,9.6,70,2.4,0,425,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T14:15:00.000000+0000,85,134,2,11.4,7.7,22.4,13.4,68,2.8,0,400,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T14:30:00.000000+0000,85,134,1.7,9.8,6.6,22,11.7,70,2.6,0,374,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T14:45:00.000000+0000,77,137,2.3,10.6,7.5,21.1,9.5,71,2.9,0,338,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T15:00:00.000000+0000,77,137,3.8,10.3,8.6,19.5,9.4,73,3.3,0,324,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T15:15:00.000000+0000,77,137,2.6,12,8.5,19.1,9.2,74,2.7,0,295,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T15:30:00.000000+0000,77,137,2.2,10.8,7.6,19.2,8.5,75,2.5,0,266,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T15:45:00.000000+0000,83,145,3.2,11.8,8.9,17.9,7,75,2.8,0,235,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T16:00:00.000000+0000,83,145,3.4,11.6,9,17.6,4.7,76,2.5,0,197,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T16:15:00.000000+0000,83,145,2.7,11.2,8.2,17.7,5,78,2.8,0,163,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T16:30:00.000000+0000,83,145,3.7,12.5,9.7,16.7,6.3,78,2.5,0,143,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T16:45:00.000000+0000,79,144,2.4,14.1,9.4,16.5,4.7,79,2,0,117,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T17:00:00.000000+0000,79,144,2.6,12.6,8.8,16.1,2.6,79,2.5,0,96,751
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T17:15:00.000000+0000,79,144,1.9,14.5,9.2,15.3,2.6,81,2.1,0,80,741
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T17:30:00.000000+0000,79,144,2.8,15.1,10.3,14.6,1.4,82,2,0,67,734
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T17:45:00.000000+0000,85,147,2.5,15.2,10.2,15,1.7,82,1.9,0,55,728
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T18:00:00.000000+0000,85,147,2.5,16.9,11,15.8,1.2,83,1.6,0,51,722
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T18:15:00.000000+0000,85,147,4.3,17.7,12.9,17.1,1.9,84,2,0,51,720
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T18:30:00.000000+0000,85,147,3.8,20.2,13.9,17.4,1.9,85,1.9,0,51,720
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T18:45:00.000000+0000,89,161,3.8,20.5,14,17.5,0.1,85,1.9,0,51,720
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T19:00:00.000000+0000,89,161,2.9,22.8,14.4,17.2,1.2,86,1.6,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T19:15:00.000000+0000,89,161,3.1,23.1,14.8,17,1.4,86,1.5,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T19:30:00.000000+0000,89,161,3.8,22.4,15.1,17,0.2,88,1.4,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T19:45:00.000000+0000,92,170,0.9,23.3,13.1,17.1,,88,1.1,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T20:00:00.000000+0000,92,170,2.4,20.1,12.6,17.3,,89,1.2,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T20:15:00.000000+0000,92,170,2.8,20.5,13.2,17.7,1.8,89,1.5,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T20:30:00.000000+0000,92,170,2.7,20.9,13.3,17.7,2.9,89,1.3,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T20:45:00.000000+0000,91,172,3.9,20.3,14,17.6,1.1,89,1.1,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T21:00:00.000000+0000,91,172,2.6,22.1,13.9,17.1,0.7,90,1.4,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T21:15:00.000000+0000,91,172,3.3,19.8,13.2,17.6,2.1,90,1.4,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T21:30:00.000000+0000,91,172,3.1,20.3,13.3,17.4,1.8,90,1,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T21:45:00.000000+0000,90,171,1.9,22.1,13.3,17.3,2.4,90,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T22:00:00.000000+0000,90,171,2.6,21.3,13.5,17.2,2.9,91,1.2,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T22:15:00.000000+0000,90,171,2.6,20.8,13.2,17.7,3.5,91,1.2,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T22:30:00.000000+0000,90,171,2.7,20.3,13,16.9,3.3,91,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T22:45:00.000000+0000,96,160,1.1,19.4,11.2,14.6,2.9,91,0.8,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T23:00:00.000000+0000,96,160,1.7,16.8,10.3,13.7,2.7,91,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T23:15:00.000000+0000,96,160,2.4,16.6,10.8,13.8,2.9,92,0.6,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T23:30:00.000000+0000,96,160,1.4,17.4,10.4,14.6,2.8,92,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-13T23:45:00.000000+0000,78,160,2.2,17.3,11,13.6,4.2,92,0.9,0,51,720
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T00:00:00.000000+0000,78,160,1.9,14.2,9.1,13.4,4.2,92,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T00:15:00.000000+0000,78,160,2.7,14.2,9.8,13.8,5,92,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T00:30:00.000000+0000,78,160,2.8,16.4,11,12.9,3.7,92,0.5,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T00:45:00.000000+0000,82,143,2,18.1,11.3,12.4,3.6,93,0.6,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T01:00:00.000000+0000,82,143,1.8,14,8.9,11.9,4.5,93,0.5,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T01:15:00.000000+0000,82,143,1,16.3,9.5,11.7,4.1,93,0.6,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T01:30:00.000000+0000,82,143,3.3,14.9,10.6,11,3.5,93,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T01:45:00.000000+0000,88,151,2.2,18.1,11.4,10.5,3.3,94,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T02:00:00.000000+0000,88,151,1.8,15.8,9.9,11.2,5.4,94,0.8,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T02:15:00.000000+0000,88,151,2.3,15.7,10.2,12.5,7.3,94,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T02:30:00.000000+0000,88,151,2.3,17.2,11,14.3,4.9,94,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T02:45:00.000000+0000,84,160,3.3,19.2,12.9,13.9,3.6,94,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T03:00:00.000000+0000,84,160,3.1,26.8,16.8,10.8,7.6,95,0.6,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T03:15:00.000000+0000,84,160,2.8,27.3,16.8,11.1,8.2,95,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T03:30:00.000000+0000,84,160,5.1,28.4,19.2,10.5,8.4,95,1.1,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T03:45:00.000000+0000,108,223,4.3,33.7,21.4,9.4,7.2,95,1.3,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T04:00:00.000000+0000,108,223,4.9,32.7,21.3,10.1,5.7,96,1.5,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T04:15:00.000000+0000,108,223,3.6,31.3,19.6,12.2,6.3,96,1.1,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T04:30:00.000000+0000,108,223,2.7,31.3,18.9,12.8,6.8,97,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T04:45:00.000000+0000,153,297,8.1,39.4,27.6,6.9,6,97,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T05:00:00.000000+0000,153,297,16.1,47.5,38.3,,8.8,98,0.5,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T05:15:00.000000+0000,153,297,29.4,37.3,43.8,,11.1,98,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T05:30:00.000000+0000,153,297,33.6,41,49.2,,16.8,98,0.9,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T05:45:00.000000+0000,210,462,33,41.1,48.7,,22.1,98,0.8,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T06:00:00.000000+0000,210,462,31.8,39.7,47,,16.9,98,0.8,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T06:15:00.000000+0000,210,462,26.7,44.1,45.2,,14.7,98,0.9,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T06:30:00.000000+0000,210,462,17,42,36.2,4.4,14.4,99,0.7,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T06:45:00.000000+0000,278,561,17.9,40.4,36,2.4,15.1,,0.8,0,54,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T07:00:00.000000+0000,278,561,23.6,43.2,42.2,,13.6,,1.1,0,56,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T07:15:00.000000+0000,278,561,15.1,48.3,37.9,,12.7,,1.1,0,63,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T07:30:00.000000+0000,278,561,11.4,45.8,33.6,1.6,11.4,,1,0,72,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T07:45:00.000000+0000,252,501,11.5,44.3,32.9,2.1,12.9,,0.6,0,79,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T08:00:00.000000+0000,252,501,9.5,45.9,32.1,2.4,14,98,1,0,97,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T08:15:00.000000+0000,252,501,6.8,44.8,29.4,4.8,14.4,97,0.9,0,117,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T08:30:00.000000+0000,252,501,7.8,40.7,28,6.7,13.6,96,0.8,0,147,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T08:45:00.000000+0000,245,461,7.6,41.4,28.2,7.1,11.9,93,1.1,0,187,727
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T09:00:00.000000+0000,,,,,,,,,,0,,
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T09:15:00.000000+0000,245,461,5.3,40.6,25.8,11.1,10.5,89,1.2,0,230,755
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T09:30:00.000000+0000,245,461,4,36.7,22.7,12.3,13.7,87,1.4,0,264,755
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T09:45:00.000000+0000,265,432,4.8,32.3,21.1,13.1,15,86,1.5,0,297,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T10:00:00.000000+0000,265,432,1.9,29.6,17.3,15.4,17.1,84,1.7,0,347,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T10:15:00.000000+0000,265,432,2,25.4,15.1,16.2,18.8,82,1.8,0,383,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T10:30:00.000000+0000,265,432,3.1,22.6,14.6,17.1,20.9,81,2,0,385,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T10:45:00.000000+0000,183,313,3.5,21.2,14.2,17.8,,80,1.9,0,436,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T11:00:00.000000+0000,183,313,5,22.4,16,16.5,,77,2,0,411,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T11:15:00.000000+0000,183,313,1.5,27,15.6,17.8,28.2,76,2,0,413,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T11:30:00.000000+0000,183,313,2.6,22.3,14,20.6,27.7,76,2.4,0,433,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T11:45:00.000000+0000,162,273,,,,,27.6,74,2.3,0,441,756
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T12:00:00.000000+0000,162,273,,,,,35.2,70,2.2,0,481,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T12:15:00.000000+0000,162,273,6.8,26.3,19.5,18.8,56.5,68,2.2,0,490,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T12:30:00.000000+0000,162,273,3.8,23.3,15.4,21,61.9,65,2.7,0,419,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T12:45:00.000000+0000,111,196,3.1,18.1,12.1,22,44.3,63,2.8,0,440,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T13:00:00.000000+0000,111,196,1.6,18.5,11.1,20.9,36.8,63,2.7,0,443,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T13:15:00.000000+0000,111,196,2.4,14.8,9.8,21.5,26.2,60,3,0,472,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T13:30:00.000000+0000,111,196,2.7,15.3,10.3,21.1,26.7,60,3,0,468,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T13:45:00.000000+0000,85,135,3.5,15,10.8,20.6,28.5,59,3.3,0,468,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T14:00:00.000000+0000,85,135,3.3,13.3,9.7,21,14.8,58,2.9,0,467,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T14:15:00.000000+0000,85,135,3.2,12.7,9.3,21.5,6.8,57,3.2,0,451,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T14:30:00.000000+0000,85,135,3.5,11.2,8.8,22.6,3.8,57,3.7,0,424,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T14:45:00.000000+0000,66,113,3.7,10.9,8.8,22.6,1.8,57,3.1,0,396,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T15:00:00.000000+0000,66,113,2.4,9.8,7.1,19.8,2.1,57,2.9,0,369,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T15:15:00.000000+0000,66,113,2.4,10.9,7.8,18.8,4.7,55,2.3,0,342,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T15:30:00.000000+0000,66,113,2.5,9.9,7.3,18.6,,56,2.9,0,310,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T15:45:00.000000+0000,59,105,3.1,9,7.4,18.3,0.7,57,2.6,0,279,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T16:00:00.000000+0000,59,105,2.3,9.3,6.8,17.1,1,57,2.7,0,245,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T16:15:00.000000+0000,59,105,1.5,11.3,7.2,17,1.7,58,2.6,0,212,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T16:30:00.000000+0000,59,105,2.9,8.6,6.9,16.7,1.4,58,2.7,0,177,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T16:45:00.000000+0000,59,111,3.1,9,7.3,16.4,1,60,2.4,0,143,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T17:00:00.000000+0000,59,111,2.4,9.3,6.9,16.1,0.2,62,2.2,0,109,757
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T17:15:00.000000+0000,59,111,1.8,9.4,6.4,15.1,5.3,66,2.3,0,83,751
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T17:30:00.000000+0000,59,111,1.5,10.8,6.9,15.4,4,69,2.3,0,69,737
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T17:45:00.000000+0000,74,139,3.1,10.1,7.9,14.7,1.7,73,2.2,0,57,727
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T18:00:00.000000+0000,74,139,1.8,13.2,8.5,14.6,0.8,76,1.6,0,53,721
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T18:15:00.000000+0000,74,139,3.7,13.2,10,13.9,,79,1.6,0,52,720
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T18:30:00.000000+0000,,,,,,,,,,0,,
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T18:45:00.000000+0000,84,148,3,16.5,11.3,13.4,,83,1.7,0,51,720
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T19:00:00.000000+0000,84,148,2.4,16.3,10.6,15,0.4,85,1.5,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T19:15:00.000000+0000,84,148,3.3,14.3,10.3,17.3,,85,1.5,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T19:30:00.000000+0000,84,148,3.9,14.4,10.9,17.2,,86,1.5,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T19:45:00.000000+0000,83,151,3.5,17,11.9,16.4,1,86,1.4,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T20:00:00.000000+0000,83,151,3.3,16.8,11.6,16.5,3.6,86,1.7,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T20:15:00.000000+0000,83,151,2.6,15.1,10.1,18.1,6.7,86,1.8,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T20:30:00.000000+0000,83,151,2.8,14.3,9.9,18.4,7.2,86,1.5,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T20:45:00.000000+0000,73,133,3.5,16.7,11.7,17,6.5,86,1.3,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T21:00:00.000000+0000,73,133,2.9,16.5,11.1,17,7.3,87,1.2,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T21:15:00.000000+0000,73,133,3.1,17,11.6,16.9,6.5,87,1.4,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T21:30:00.000000+0000,73,133,2.1,17.7,11.1,17.6,6.2,88,1.1,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T21:45:00.000000+0000,75,149,2.5,17,11.1,17.4,6.3,88,1.1,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T22:00:00.000000+0000,75,149,2.9,16.9,11.3,16.7,2.9,88,1,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T22:15:00.000000+0000,75,149,3.6,17.4,12.2,16.5,2.4,89,0.8,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T22:30:00.000000+0000,75,149,2.7,17.8,11.7,16.9,3.2,89,0.9,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T22:45:00.000000+0000,73,146,2.3,18.6,11.8,17.3,4.5,89,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T23:00:00.000000+0000,73,146,2.4,16.7,10.9,17.1,3.3,89,0.9,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T23:15:00.000000+0000,73,146,2.6,16.2,10.8,15.9,3.5,89,0.8,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T23:30:00.000000+0000,73,146,1.1,14.2,8.5,15.6,1.9,89,0.7,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-14T23:45:00.000000+0000,71,126,2,14.6,9.4,14,1.2,89,0.7,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T00:00:00.000000+0000,71,126,1.6,15.4,9.4,12.7,0.9,90,0.8,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T00:15:00.000000+0000,71,126,1.2,16.6,9.8,12.2,,90,0.8,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T00:30:00.000000+0000,71,126,3.7,16.7,11.9,11.7,,90,0.9,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T00:45:00.000000+0000,72,153,2.3,17,10.9,12.1,0.7,91,0.4,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T01:00:00.000000+0000,72,153,2,16.8,10.6,11.5,,92,0.7,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T01:15:00.000000+0000,72,153,1.2,17.4,10.3,11.2,,92,0.3,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T01:30:00.000000+0000,72,153,2.4,15.9,10.4,11.2,1.4,92,0.6,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T01:45:00.000000+0000,84,137,2.3,16.7,10.7,11.7,0.2,92,0.4,0,51,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T02:00:00.000000+0000,84,137,1.6,14.5,9,11.9,1.7,92,0.4,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T02:15:00.000000+0000,84,137,3.2,12.6,9.3,11.8,1.4,92,0.8,0,52,719
site_5361,Tamil Nadu,Chennai,"Arumbakkam, Chennai - TNPCB",2024-01-15T02:30:00.000000+0000,84,137,3.3,15.3,10.9,11.3,2.4,92,0.6,0,52,719
