Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T10:15:00.000000+0000,36.14,76.46,5.58,15.53,21.11,17.61,12.67,0.62,52.97,0.31,,0.05,,,1.35,13.95,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T10:30:00.000000+0000,36.14,76.46,5.62,15.35,20.97,17.66,12.02,0.65,54.29,0.48,,0.15,,,1.53,24.3,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T10:45:00.000000+0000,36.37,76.96,5.59,15.41,21,17.64,12.57,0.57,54.81,0.37,,0.14,,,1.87,25.21,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T11:00:00.000000+0000,37.38,79.09,5.5,15.34,20.84,17.68,11.9,0.53,55.74,0.23,,0.24,,,1.2,25.16,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T11:15:00.000000+0000,37.38,79.09,5.46,15.41,20.87,17.68,11.56,0.61,55.29,0.27,,0.41,,,1.85,26.55,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T11:30:00.000000+0000,37.38,79.09,5.55,15.17,20.72,17.71,12.8,0.47,58.06,0.38,,0.31,,,1.69,30.52,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T11:45:00.000000+0000,37.75,79.88,5.54,15.16,20.71,17.69,11.56,0.55,56.89,0.1,,0.52,,,1.74,24.06,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T12:00:00.000000+0000,39.36,83.28,5.5,15.03,20.53,17.73,12.96,0.33,61.42,0.34,,0.08,,,1.89,23.4,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T12:15:00.000000+0000,39.36,83.28,5.5,14.94,20.44,17.77,12.3,0.5,52.75,0.23,,0.26,,,1.55,23.84,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T12:30:00.000000+0000,39.36,83.28,5.56,15.01,20.57,17.74,11.34,0.58,56.4,0.13,,0.68,,,1.24,26.31,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T12:45:00.000000+0000,39.04,82.61,5.71,14.97,20.68,17.71,12.37,0.51,52.22,0.33,,0.17,,,1.59,22.66,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T13:00:00.000000+0000,37.67,79.71,5.71,14.88,20.59,17.72,12.28,0.47,54.01,0,,0.35,,,1.55,26.63,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T13:15:00.000000+0000,37.67,79.71,5.65,14.94,20.59,17.71,12.26,0.47,57.4,0.1,,0.48,,,1.88,24.15,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T13:30:00.000000+0000,37.67,79.71,5.57,14.77,20.35,17.77,11.99,0.51,51.82,0.24,,0.42,,,1.53,28.72,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T13:45:00.000000+0000,37.94,80.3,5.54,14.82,20.36,17.75,12.5,0.59,57.28,0.12,,0.47,,,1.29,32.91,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T14:00:00.000000+0000,39.09,82.7,5.5,14.9,20.4,17.75,12.57,0.65,55.59,0.3,,0.81,,,1.85,27.2,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T14:15:00.000000+0000,39.09,82.7,5.5,14.91,20.41,17.74,12.9,0.57,53.75,0.14,,0.78,,,1.91,21.62,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T14:30:00.000000+0000,39.09,82.7,5.5,15.13,20.64,17.68,12.58,0.55,51.62,0.46,,0.2,,,1.64,21.08,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T14:45:00.000000+0000,39.59,83.77,5.52,14.99,20.51,17.7,12.68,0.38,53.75,0.44,,0.7,,,1.62,26.13,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T15:00:00.000000+0000,41.77,88.38,5.55,14.92,20.48,17.71,11.85,0.41,57.33,0.55,,0.6,,,1.43,31.9,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T15:15:00.000000+0000,41.77,88.38,5.53,14.61,20.14,17.8,12.87,0.34,60.17,0.63,,0.51,,,1.5,31,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T15:30:00.000000+0000,41.77,88.38,5.42,14.69,20.11,17.81,12.15,0.27,60.06,0.45,,0.5,,,1.45,24.06,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T15:45:00.000000+0000,40.94,86.71,5.45,14.79,20.24,17.77,12.62,0.38,57.75,0.04,,0.12,,,1.27,23.36,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T16:00:00.000000+0000,37.59,79.52,5.49,14.69,20.18,17.78,12.39,0.32,58.16,0.31,,0.52,,,1.31,24.32,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T16:15:00.000000+0000,37.59,79.52,5.48,14.79,20.28,17.75,12.89,0.45,59.05,0.67,,0.64,,,1.09,28.49,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T16:30:00.000000+0000,37.59,79.52,5.44,14.79,20.23,17.78,12.25,0.42,52.63,0.44,,0.43,,,1.43,24.19,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T16:45:00.000000+0000,38.02,80.39,5.46,14.73,20.19,17.79,12,0.53,52.98,0.13,,0.58,,,1.43,20.85,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T17:00:00.000000+0000,39.77,84.14,5.4,14.85,20.25,17.79,12.51,0.3,57.53,0.29,,0.28,,,1.14,26.17,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T17:15:00.000000+0000,39.77,84.14,5.44,14.77,20.21,17.78,12.2,0.48,56.44,0.9,,0.25,,,1.28,26.35,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T17:30:00.000000+0000,39.77,84.14,5.48,14.89,20.37,17.74,11.94,0.66,42.82,0.65,,0.12,,,0.74,22.69,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T17:45:00.000000+0000,40.03,84.65,5.46,15.18,20.64,17.68,12.49,0.63,50.28,0.48,,0.34,,,1.16,24.17,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T18:00:00.000000+0000,41.06,86.88,5.49,15.13,20.62,17.69,12.39,0.51,36.25,0.2,,0.76,,,0.81,33.91,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T18:15:00.000000+0000,41.06,86.88,5.5,15.29,20.79,17.66,11.9,0.45,36.22,0.2,,1.63,,,1.06,21.13,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T18:30:00.000000+0000,41.06,86.88,5.54,15.41,20.95,17.62,12.28,0.51,44.85,0.2,,0.47,,,1.14,29.51,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T18:45:00.000000+0000,40.97,86.68,5.57,15.46,21.02,17.61,12.44,0.65,32.35,0.63,,0.57,,,0.88,22.79,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T19:00:00.000000+0000,40.55,85.8,5.58,15.69,21.28,17.56,12.34,0.66,35.19,0.63,,0.37,,,0.94,22.01,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T19:15:00.000000+0000,40.55,85.8,5.53,15.91,21.44,17.55,12.94,0.74,35.27,0.86,,0.37,,,0.87,19.76,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T19:30:00.000000+0000,40.55,85.8,5.51,16.02,21.54,17.51,11.65,0.63,38.94,0.26,,0.39,,,0.94,31.6,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T19:45:00.000000+0000,41.15,87.07,5.47,15.9,21.36,17.55,13.23,0.6,42.23,0.15,,0.47,,,1.02,20.54,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T20:00:00.000000+0000,43.73,92.52,5.48,15.89,21.37,17.55,12.23,0.85,41.55,0.11,,0.13,,,1.08,17.37,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T20:15:00.000000+0000,43.73,92.52,5.47,15.87,21.34,17.56,12.18,0.46,41.46,0.34,,0.35,,,0.77,26.02,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T20:30:00.000000+0000,43.73,92.52,5.59,15.95,21.54,17.5,12.45,0.77,31.01,0.96,,0.1,,,0.77,27.39,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T20:45:00.000000+0000,43.88,92.86,5.82,15.87,21.69,17.49,12.28,0.58,30.72,0.34,,0.39,,,0.79,25.85,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T21:00:00.000000+0000,44.52,94.2,6.19,15.83,22.02,17.41,12.01,0.69,26.97,0.35,,0.36,,,0.57,6.2,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T21:15:00.000000+0000,44.52,94.2,7.39,15.87,23.26,17.11,11.86,0.78,17.66,0,,0.18,,,0.54,19.33,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T21:30:00.000000+0000,44.52,94.2,6.63,16.75,23.38,17.12,12.24,0.6,8.3,0.1,,0.27,,,0.4,35.1,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T21:45:00.000000+0000,45.07,95.28,6.93,17.12,24.05,16.97,12.8,1.05,3.28,0.35,,0.22,,,0.13,58.38,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T22:00:00.000000+0000,47.24,99.95,8.14,17.05,25.18,16.68,11.81,1.09,2.66,0.27,,0.23,,,0.32,58.08,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T22:15:00.000000+0000,47.24,99.95,9.32,16.96,26.28,16.4,13,1.07,4.47,0.31,,0.11,,,0.23,353.09,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T22:30:00.000000+0000,,,,,,16.27,,,,,,,,,,,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T22:45:00.000000+0000,47.74,101,8.5,17.75,26.25,16.36,12.84,0.72,5.87,0.7,,0.36,,,0.48,11.12,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T23:00:00.000000+0000,49.86,105.49,8.22,17.99,26.21,16.38,11.75,0.81,6.32,0.37,,0.27,,,0.44,345.13,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T23:15:00.000000+0000,49.86,105.49,8.61,18,26.61,16.27,11.71,0.94,6.24,0.36,,0.24,,,0.05,113.33,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-16T23:30:00.000000+0000,49.86,105.49,8.25,18.3,26.55,16.27,12.24,0.93,0.89,0.59,,,,,0.26,26.08,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T00:00:00.000000+0000,51.38,108.7,8.38,16.48,24.86,16.79,12.36,0.64,1.6,0.33,,0.14,,,0.29,334.92,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T00:15:00.000000+0000,51.38,108.7,7.64,17.84,25.48,16.56,12.32,1.02,2.47,0.33,,0.37,,,0.35,354.64,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T00:30:00.000000+0000,51.38,108.7,7.23,17.99,25.22,16.59,12.44,0.86,2.51,0.19,,0.05,,,0.37,307.22,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T00:45:00.000000+0000,51.93,109.94,6.57,17.74,24.31,16.8,11.62,0.6,1.87,0.12,,0.17,,,0.4,1.97,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T01:00:00.000000+0000,54.3,114.9,7.24,17.29,24.53,16.7,12.56,0.77,2.32,0.39,,0.14,,,0.43,357.07,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T01:15:00.000000+0000,54.3,114.9,6.34,17.47,23.81,16.88,11.95,0.5,1.55,0.49,,0.13,,,0.27,5.68,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T01:30:00.000000+0000,54.3,114.9,6.19,17.42,23.6,16.95,11.96,0.59,2.21,0.8,,0.33,,,0.15,176.29,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T01:45:00.000000+0000,54.48,115.27,7.09,17.04,24.12,16.82,11.67,0.78,2.47,0.27,,0.09,,,0.34,241.62,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T02:00:00.000000+0000,55.24,116.87,6.55,17.18,23.73,16.93,12.58,0.65,1.34,0.24,,0.35,,,0.31,247.02,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T02:15:00.000000+0000,55.24,116.87,5.95,17.14,23.09,17.11,12.52,0.48,6.1,0.23,,0.32,,,0.38,246.9,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T02:30:00.000000+0000,55.24,116.87,5.73,16.99,22.72,17.21,12.17,0.54,2.89,0.19,,0.07,,,0.54,247.64,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T02:45:00.000000+0000,56.57,119.68,5.67,16.97,22.64,17.2,12.65,0.45,9.68,0.34,,0.27,,,0.41,243.29,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T03:00:00.000000+0000,62.27,131.74,5.56,16.89,22.45,17.25,12.07,0.58,6.31,0.44,,0.35,,,0.31,266.78,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T03:15:00.000000+0000,62.27,131.74,5.51,16.92,22.43,17.25,12.17,0.63,5.63,0.06,,0.58,,,0.32,306.15,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T03:30:00.000000+0000,62.27,131.74,5.91,17.05,22.96,17.08,12.2,0.62,2.64,0.17,,0.97,,,0.44,312.66,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T03:45:00.000000+0000,62.82,132.91,5.7,17.11,22.82,17.12,12.16,0.57,4.08,0.15,,0.25,,,0.32,294.86,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T04:00:00.000000+0000,65.19,137.93,5.86,17.07,22.93,17.1,12.5,0.68,4.52,0.38,,0.08,,,0.41,315.92,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T04:15:00.000000+0000,65.19,137.93,6.46,16.77,23.22,17.03,12.34,0.53,5.45,0,,0.32,,,0.45,344.29,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T04:30:00.000000+0000,65.19,137.93,6.54,16.73,23.27,17.02,12.42,0.48,5.29,0.3,,0.61,,,0.37,3.08,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T04:45:00.000000+0000,65.35,138.28,6.43,16.8,23.23,17.01,12.92,0.53,7.22,0.9,,0.87,,,0.36,341.12,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T05:00:00.000000+0000,66.05,139.75,6.75,16.66,23.42,16.98,12.18,0.52,2.54,0.27,,0.22,,,0.33,315.87,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T05:15:00.000000+0000,66.05,139.75,6.25,16.84,23.09,17.08,12.18,0.47,4.37,0.12,,0.49,,,0.3,291.76,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T05:30:00.000000+0000,66.05,139.75,6.95,16.67,23.62,16.94,12.22,0.52,2.25,0.44,,0.59,,,0.27,299.1,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T05:45:00.000000+0000,66.43,140.55,8.37,16.08,24.45,16.72,12.36,0.61,2.31,0.37,,0.11,,,0.31,333.37,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T06:00:00.000000+0000,68.06,143.99,8.96,16.06,25.02,16.57,12.26,0.56,3.34,0.32,,0.27,,,0.27,349.73,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T06:15:00.000000+0000,68.06,143.99,7.73,16.58,24.31,16.77,12.26,0.77,2.95,0.57,,0.1,,,0.44,10.47,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T06:30:00.000000+0000,68.06,143.99,10.99,19.15,29.97,15.11,11.92,0.76,2.61,0.74,,0.35,,,0.39,0.35,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T06:45:00.000000+0000,67.88,143.61,10.64,17.51,28.15,15.71,12.58,0.93,4.24,0.28,,0.3,,,0.43,353.47,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T07:00:00.000000+0000,67.1,141.98,9.15,18.85,27.99,15.66,12.79,0.59,4.29,0.88,,0.33,,,0.39,344.44,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T07:15:00.000000+0000,67.1,141.98,7.33,19.53,26.86,15.93,12.16,0.58,3.92,1.39,,0.4,,,0.44,1.8,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T07:30:00.000000+0000,67.1,141.98,6.76,19.29,26.05,16.15,12.19,0.74,7.36,0.29,,,,,0.64,345.85,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T07:45:00.000000+0000,67.03,141.82,6.45,18.86,25.31,16.37,11.85,0.79,8.48,0.51,,,,,0.52,2.33,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T08:00:00.000000+0000,66.73,141.17,6.29,18.42,24.71,16.57,12.24,0.7,4.99,0.24,,,,,0.37,0.33,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T08:15:00.000000+0000,66.73,141.17,6.37,18.08,24.45,16.67,12.16,0.63,2.58,0.29,,0.16,,,0.52,1.43,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T08:30:00.000000+0000,66.73,141.17,6.08,17.85,23.93,16.82,12.43,0.78,15.19,0.3,,0.57,,,1.08,22.89,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T08:45:00.000000+0000,64.38,136.49,5.66,17.23,22.89,17.1,11.9,0.31,34.54,0.17,,0.55,,,1.21,19.98,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T09:00:00.000000+0000,55,116.37,5.37,16.55,21.91,17.37,11.39,0.33,41.41,0.32,,0.38,,,1.49,19.8,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T09:15:00.000000+0000,55,116.37,5.24,16.36,21.6,17.49,11.57,0.54,42.95,0.35,,0.08,,,1.88,19.34,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T09:30:00.000000+0000,,,,,,,,,,,,,,,,26.66,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T09:45:00.000000+0000,53.65,113.52,5.17,15.95,21.12,17.63,12.41,0.37,56.04,0,,0.28,,,1.89,14.48,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T10:00:00.000000+0000,47.86,101.27,5.12,15.98,21.1,17.65,12.48,0.38,57.75,0,,0.31,,,1.87,16.58,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T10:15:00.000000+0000,47.86,101.27,5.06,16.04,21.1,17.66,11.6,0.32,60.6,0.04,,0.22,,,2.18,25.35,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T10:30:00.000000+0000,47.86,101.27,5.06,15.89,20.96,17.7,12.03,0.45,63.08,0.29,,0.29,,,1.71,16.39,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T10:45:00.000000+0000,47.21,99.88,5.09,15.85,20.94,17.73,12.36,0.27,59.59,0.61,,0.51,,,2.02,22.95,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T11:00:00.000000+0000,44.4,93.93,5.13,15.85,20.98,17.73,12.27,0.47,60.91,0.52,,0.48,,,1.93,21.66,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T11:15:00.000000+0000,44.4,93.93,5.23,15.8,21.03,17.68,12.74,0.4,65.01,0.24,,0.21,,,1.74,25.14,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T11:30:00.000000+0000,44.4,93.93,5.15,15.82,20.97,17.7,11.59,0.33,66.31,0.19,,0.35,,,2.28,18.65,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T11:45:00.000000+0000,44.46,94.08,5.13,15.69,20.82,17.73,12.41,0.38,67.59,0.5,,0.47,,,2.02,29.91,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T12:00:00.000000+0000,44.75,94.69,5.07,15.63,20.7,17.78,11.44,0.34,68.99,0.06,,0.17,,,2.1,23.02,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T12:15:00.000000+0000,44.75,94.69,5.08,15.59,20.67,17.76,12.21,0.39,64.45,0.49,,0.2,,,2.4,23.84,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T12:30:00.000000+0000,44.75,94.69,5.07,15.57,20.63,17.77,12.69,0.24,67.4,0.83,,0.27,,,1.88,24.85,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T12:45:00.000000+0000,43.78,92.64,5.08,15.55,20.63,17.77,12.73,0.26,67.09,0.06,,0.52,,,1.83,21.54,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T13:00:00.000000+0000,39.62,83.83,5.08,15.56,20.64,17.77,12.27,0.3,61.68,0.4,,0.61,,,1.62,21,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T13:15:00.000000+0000,39.62,83.83,5.04,15.69,20.73,17.73,12.78,0.43,66.1,0.7,,0.3,,,1.46,20.66,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T13:30:00.000000+0000,39.62,83.83,5.14,15.61,20.75,17.73,12.14,0.24,59.3,0.29,,0.24,,,1.45,29.15,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T13:45:00.000000+0000,40.39,85.46,5.07,15.55,20.62,17.78,12.15,0.28,69.44,0.27,,0.14,,,2.16,28.42,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T14:00:00.000000+0000,43.69,92.44,5.21,15.44,20.65,17.77,12.6,0.41,64.59,0.37,,0.16,,,1.59,20.87,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T14:15:00.000000+0000,43.69,92.44,5.09,15.66,20.74,17.77,11.22,0.44,60.09,0.58,,0.09,,,1.26,24.84,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T14:30:00.000000+0000,43.69,92.44,5.04,15.68,20.72,17.78,12.94,0.33,64.23,0.25,,0.06,,,1.9,14.01,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T14:45:00.000000+0000,44.32,93.76,5.04,15.62,20.66,17.77,11.74,0.35,65.13,0.17,,0.36,,,1.5,19.05,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T15:00:00.000000+0000,46.99,99.42,5.05,15.59,20.64,17.77,12.1,0.32,62.73,0.67,,0.67,,,1.73,22.9,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T15:15:00.000000+0000,46.99,99.42,5.08,15.51,20.6,17.75,12.56,0.32,65.12,0.65,,0.53,,,1.53,21.42,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T15:30:00.000000+0000,46.99,99.42,5.1,15.56,20.66,17.74,11.77,0.44,56.79,0.34,,0.78,,,1.68,13.06,,,
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2025-01-17T15:45:00.000000+0000,46.84,99.1,5.18,15.45,20.63,17.75,12.01,0.34,59.64,0.46,,0.86,,,2.08,15.07,,,
