Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg),VWS (m/s)
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T00:00:00.000000+0000,47.96,69.8,36.2,56.33,92.53,29.96,8.79,3.11,18.15,0.09,1.28,0.21,0.54,85.31,1.37,173.15,0.11,759.38,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T00:15:00.000000+0000,46,67.45,37.34,57.02,94.36,30.19,10.32,3.54,17.34,0,0.98,0.76,0.33,85.56,1.37,175.04,0.67,759.3,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T00:30:00.000000+0000,46,67.45,38.6,57.52,96.12,30.51,10.82,2.95,17.75,0.15,1.38,0.37,0.55,86.36,1.37,171.44,0.13,759.3,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T00:45:00.000000+0000,46,67.45,38.65,55.86,94.52,30.63,10.39,3.36,18.04,0.18,1.04,0.49,0.63,86.59,1.2,183.91,0.67,759.22,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T01:00:00.000000+0000,44.82,66.12,38.53,54.7,93.23,30.65,10.48,4.06,17.85,0.42,0.32,0.27,0.56,88.28,1.37,175.43,,759.15,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T01:15:00.000000+0000,39.77,59.97,38.56,53.18,91.73,30.62,10.48,5.73,18.37,0.24,1.59,0.63,0.25,90.27,1.37,175.26,,759.08,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T01:30:00.000000+0000,39.77,59.97,39.72,54.19,93.91,30.91,10.39,6.07,18.51,0.41,1.16,0.79,0.6,91.65,1.37,174.54,,759,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T01:45:00.000000+0000,39.77,59.97,41.41,55.19,96.59,31.3,10.44,6.25,18.42,0.27,0.64,0.35,0.52,94.5,1.37,173.15,,758.78,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T02:00:00.000000+0000,39.67,59.86,39.25,48.51,88.4,31.42,8.58,5.73,18.14,0.04,1.51,0.59,0.37,95.66,1.37,173.15,,758.78,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T02:15:00.000000+0000,39.23,59.33,38.75,48.31,87.07,30.69,9.69,5.4,18.01,0.64,0.66,0.58,0.75,96.49,1.37,167.81,,758.7,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T02:30:00.000000+0000,39.23,59.33,38.17,46.27,84.44,30.47,10.19,5.17,17.88,0.43,0.78,0.22,0.41,96.84,1.38,166.3,,758.78,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T02:45:00.000000+0000,39.23,59.33,37.98,44.68,82.66,30.12,10.06,6.01,17.38,1.23,1.71,0.57,0.4,95.83,1.29,169.44,0.2,758.62,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T03:00:00.000000+0000,39.04,59.08,37.25,43.2,80.44,30.18,9.64,6.79,17.05,0.43,0.83,0.39,0.07,96.53,1.37,170.17,,758.47,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T03:15:00.000000+0000,38.13,58.01,36.2,41.21,77.41,30.05,9.73,5.82,17.8,0.04,1.89,0.2,0.22,96.74,1.38,170.17,,758.47,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T03:30:00.000000+0000,38.13,58.01,34.98,39.58,74.56,29.51,10.17,5.72,18.01,0.16,1.72,0.03,0.38,96.09,1.35,177.19,0.06,758.47,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T03:45:00.000000+0000,38.13,58.01,33.78,38.44,72.21,29.17,10.1,5.62,18.19,0.31,1.63,0.19,0.24,94.29,1.31,184.03,0.72,758.55,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T04:00:00.000000+0000,37.67,57.49,32.59,37.49,70.08,29.01,7.82,5.32,18.3,0.25,1.16,0.2,0.03,93.7,1.35,184.73,0.45,758.62,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T04:15:00.000000+0000,35.7,55.09,31.72,36.95,68.67,29.27,9.55,5.87,18.13,0.28,1.21,0.37,0.24,93.86,1.36,178.25,0.13,758.62,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T04:30:00.000000+0000,35.7,55.09,31.06,36.41,67.46,29,9.88,6.43,18.4,0.62,0.82,0.51,0.36,94.57,1.37,174.46,,758.62,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T04:45:00.000000+0000,35.7,55.09,31,36.29,67.29,28.91,9.8,5.59,18.6,0.31,0.6,0.37,0.44,94.86,1.36,178.34,0.06,758.78,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T05:00:00.000000+0000,35.77,55.18,33.33,40.48,73.81,29.53,9.44,5.39,18.24,0.41,0.53,0.37,0.46,94.01,1.34,185.49,0.74,758.92,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T05:15:00.000000+0000,36.1,55.58,43.13,59.44,102.57,31.81,9.89,5.31,17.66,0.4,0.82,0.87,0.35,92.94,1.3,188.72,1.19,759.08,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T05:30:00.000000+0000,36.1,55.58,47.56,66.84,114.39,32.53,9.61,5.5,17.9,0.07,0.63,0.3,0.54,93.81,1.37,187.54,0.32,759.15,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T05:45:00.000000+0000,36.1,55.58,49.21,66.27,115.48,32.92,9.56,5.72,17.91,0.56,0.98,0.71,0.29,92.77,1.31,194.42,0.87,759.3,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T06:00:00.000000+0000,36.21,55.71,44.02,58.26,103.07,32.99,9.27,5.52,18.32,0.11,0.61,0.72,0.32,90.67,1.29,199.76,1.22,759.38,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T06:15:00.000000+0000,36.68,56.27,41.82,57.88,99.7,31.85,9.93,4.8,17.78,0.35,1.97,0.48,0.72,89.09,1.34,203.43,1.7,759.45,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T06:30:00.000000+0000,36.68,56.27,39.01,56.32,95.33,31.16,10.29,5.22,17.87,0.29,0.87,0.07,0.48,89.16,1.34,199.19,2.45,759.53,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T06:45:00.000000+0000,36.68,56.27,36.79,53.78,90.57,30.58,10.25,5.38,17.89,0.04,0.4,0.29,0.46,89.16,1.34,201.47,5.78,759.68,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T07:00:00.000000+0000,36.21,55.67,34.32,51.2,85.51,30.02,9.94,4.46,17.39,0.4,1.8,0.41,0.25,88.86,1.34,202.66,10.1,759.82,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T07:15:00.000000+0000,34.05,53.11,31.15,48.17,79.31,29.89,10.34,4.93,16.93,0.48,1.32,0.36,0.03,86.87,1.34,213.78,15.07,759.97,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T07:30:00.000000+0000,34.05,53.11,27.34,45.78,73.12,29.26,9.93,4.01,16.98,0.32,0.81,0.2,,85.58,1.34,211.13,19.94,760.05,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T07:45:00.000000+0000,34.05,53.11,23.54,43.37,66.9,28.71,10.25,4.33,17,0.31,1.28,0.03,,84.07,1.31,213.51,29.97,760.2,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T08:00:00.000000+0000,34.28,53.39,19.66,40.63,60.29,28.72,9.72,4.45,17.17,0.56,1.41,0.14,0.27,82.02,1.31,219.25,29.78,760.35,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T08:15:00.000000+0000,35.29,54.6,15.59,38.24,53.83,28.41,9.84,3.61,17.53,0.34,0.24,0.42,0.05,79.66,1.3,224.78,35.21,760.35,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T08:30:00.000000+0000,35.29,54.6,12.23,36.77,49,27.99,10.13,4.08,17.71,0.61,0.42,0.27,0.23,77.35,1.35,229.39,37.74,760.42,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T08:45:00.000000+0000,35.29,54.6,9.3,35.28,44.58,28,10.06,3.78,19.45,0.11,1.79,0.04,0.59,75.24,1.32,215.31,43.25,760.5,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T09:00:00.000000+0000,34.84,54.06,7.34,32.68,40.03,27.78,9.92,4.89,21.12,0.2,2.56,0.5,0.24,74.38,1.18,225.98,45.13,760.5,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T09:15:00.000000+0000,32.9,51.73,6.44,29.82,36.26,27.74,10.58,5.48,24.13,0.59,1.06,0.52,0.45,73.77,1.19,221.1,47.35,760.5,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T09:30:00.000000+0000,32.9,51.73,6.02,27.23,33.24,27.55,10.24,5.23,27.18,0.37,1.79,0.81,0.08,72.95,1.21,215.11,50.39,760.42,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T09:45:00.000000+0000,32.9,51.73,5.86,24.97,30.83,27.27,10.6,5.37,28.17,0.31,0.73,0.29,0.47,72.11,1.24,211.7,53.5,760.42,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T10:00:00.000000+0000,32.67,51.47,8.08,23.91,32.16,28.59,9.22,4.66,30.98,0.05,0.4,0.9,0.09,70.32,1.3,234.38,65.55,760.28,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T10:15:00.000000+0000,31.71,50.31,8.05,23.63,31.69,28.55,9.87,5.35,37.1,0.34,0.43,0.49,0.34,68.44,1.28,250.85,70.29,760.2,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T10:30:00.000000+0000,31.71,50.31,7.99,21.85,29.84,28.63,10.26,5.23,39.74,0.85,0.64,0.59,0.29,67.13,1.25,234.39,77.87,759.97,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T10:45:00.000000+0000,31.71,50.31,7.95,20.22,28.17,28.55,10.26,5.8,43.11,0.39,0.54,0.39,0.26,65.73,1.35,243.21,121.9,759.9,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T11:00:00.000000+0000,31.78,50.38,7.96,18.65,26.61,28.72,10.75,5.66,48.45,0.67,0.54,0.21,0.37,65.84,1.31,242.9,79.92,759.75,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T11:15:00.000000+0000,32.05,50.71,7.96,18.46,26.42,29.22,10.91,4.72,48.13,0.31,0.4,0.65,0.06,66.45,1.32,230.28,83.19,759.53,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T11:30:00.000000+0000,32.05,50.71,7.97,18.43,26.4,29.01,10.44,5.17,48.68,0.04,1.45,0.3,0.15,64.19,1.32,228.6,87.54,759.38,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T11:45:00.000000+0000,32.05,50.71,7.99,20.29,28.27,28.92,10.26,4.45,46.15,0.24,1.5,0.04,0.44,64.58,1.34,230.78,66.85,759.15,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T12:00:00.000000+0000,32.68,51.46,8.06,22.73,30.78,28.94,7.87,3.88,43.28,0.33,0.24,0.41,0.77,65.03,1.26,245.76,78.59,759,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T12:15:00.000000+0000,35.59,54.96,8.07,24,32.07,29.12,9.01,4.63,42.49,0.74,0.77,0.26,0.13,64.5,1.32,220.85,68.44,758.78,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T12:30:00.000000+0000,35.59,54.96,8.09,25.05,33.14,29.17,9.32,3.51,39.89,0.14,0.7,0.04,0.41,65.64,1.31,240.95,54.25,758.62,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T12:45:00.000000+0000,35.59,54.96,8.06,26.69,34.76,29.17,9.52,3.13,40.05,0,0.42,0.35,0.33,66.08,1.21,261.79,62.95,758.4,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T13:00:00.000000+0000,35.66,55.05,8.14,27.35,35.49,28.71,9.27,2.62,39.09,0,0.79,0.21,0.38,64.94,1.23,242.18,66.6,758.25,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T13:15:00.000000+0000,35.99,55.43,8.2,28.59,36.79,28.61,9.11,2.47,36.22,0,3.06,0.21,0.9,62.87,1.34,236.79,85.14,758.03,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T13:30:00.000000+0000,35.99,55.43,8.23,28.93,37.17,28.24,9.61,3.57,34.13,1.18,0.9,0.48,0.16,61.45,1.22,248.62,69.39,757.88,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T13:45:00.000000+0000,35.99,55.43,8.31,30.07,38.38,27.93,9.12,3.74,31.97,0.44,1.8,0.2,0.3,61.8,1.24,242.62,50.45,757.72,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T14:00:00.000000+0000,36.56,56.12,8.64,34.17,43.07,28.51,9.08,3.39,30.44,1.33,0.61,0.38,0.06,62.34,1.17,253.95,51.01,757.72,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T14:15:00.000000+0000,38.99,59.04,8.71,36.49,45.21,28.6,9.86,4.33,30.76,1.01,1.02,0.48,,61.62,1.35,247.04,67.23,757.5,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T14:30:00.000000+0000,38.99,59.04,11.23,46.36,57.59,29.9,9.79,5.79,27.01,0.15,0.73,0.08,0.27,61.42,1.38,243.37,65.04,757.35,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T14:45:00.000000+0000,38.99,59.04,10.33,49.94,60.28,30.43,9.58,4.55,26.58,0.14,0.58,0.28,0.05,61.18,1.29,247.86,51.75,757.28,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T15:00:00.000000+0000,38.75,58.75,8.6,42.92,51.52,29.64,9.81,4.03,32.18,0.39,0.55,0.31,,62.42,1.28,250.42,42.13,757.28,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T15:15:00.000000+0000,37.68,57.46,8.24,36.98,45.22,29.33,10.06,5.29,37.38,0.07,0.26,0.38,0.1,63.98,1.36,245.61,55.72,757.12,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T15:30:00.000000+0000,37.68,57.46,8.06,31.5,39.56,29.06,9.95,5.16,41.28,0,0.98,0.07,0.62,64.53,1.33,247.96,51.7,757.05,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T15:45:00.000000+0000,37.68,57.46,7.92,25.65,33.57,28.29,9.97,5.05,43.12,0,1.4,0.39,0.42,64.55,1,237.47,29.25,757.12,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T16:00:00.000000+0000,36.98,56.62,7.9,20.13,28.03,27.57,8.92,4.66,44.23,0.77,0.79,0.56,0.6,64.09,1.22,250.33,29.2,757.05,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T16:15:00.000000+0000,33.96,53,7.88,16.56,24.45,27.04,8.44,2.68,45.66,0.3,1.42,0.1,0.24,63.45,1.3,245.91,31.55,757.12,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T16:30:00.000000+0000,33.96,53,7.86,15.18,23.03,26.84,8.62,5.11,47.83,0.75,0.75,0.45,1.51,63.4,1.32,252.69,24.44,757.2,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T16:45:00.000000+0000,33.96,53,7.87,15.1,22.97,26.66,8.58,4.28,47.38,1.71,0.1,0.81,0.46,64.48,1.11,240.16,18.08,757.28,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T17:00:00.000000+0000,34.42,53.55,7.87,15.73,23.6,26.47,8.59,4.47,44.39,1.04,0.79,0.46,0.28,64.83,1.21,245.27,11.98,757.42,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T17:15:00.000000+0000,36.39,55.92,7.89,17.46,25.35,26.57,8.45,4.18,41.85,0.33,0.98,0.19,0.53,65.41,1.27,253.11,9.1,757.58,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T17:30:00.000000+0000,36.39,55.92,7.91,18.38,26.29,26.12,8.29,4.75,39.97,0.04,0.76,0.3,0.1,66.76,1.15,240.5,3.42,757.72,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T17:45:00.000000+0000,36.39,55.92,7.9,18.5,26.4,26.14,8.04,5.61,38.63,0,0.28,0.06,0.13,66.11,1.07,232.05,0.58,757.88,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T18:00:00.000000+0000,35.75,55.15,8.02,18.62,26.75,25.54,6.74,4.48,38.4,0.26,2.02,1.36,0.37,66.11,1.18,247.78,0.09,758.03,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T18:15:00.000000+0000,33.02,51.87,8.07,21.72,29.79,25.84,8.72,5.23,35.43,0.28,1.41,0.26,0.45,66.99,1.21,249.16,0.03,758.25,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T18:30:00.000000+0000,33.02,51.87,8.14,24.16,32.3,25.82,9.29,4.85,33.08,1.6,1.22,0.13,0.5,67.36,1.1,238.18,0.05,758.4,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T18:45:00.000000+0000,33.02,51.87,8.17,25.98,34.15,25.8,9.46,4.9,30.14,0.46,0.47,0.28,0.58,66.54,1.2,247.01,0.35,758.62,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T19:00:00.000000+0000,33.53,52.48,8.26,29.11,37.36,25.96,9.28,5.3,27.77,0.03,2.14,0.51,0.26,67.27,1.05,235.15,0.33,758.78,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T19:15:00.000000+0000,35.71,55.1,8.44,32.47,40.91,26.09,9.16,3.91,24.78,0,0.84,0.46,0.34,68.11,1.17,236.36,0.32,758.92,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T19:30:00.000000+0000,35.71,55.1,8.44,35.01,43.46,26.13,9.38,4.31,23.62,0.18,0.64,0.29,0.54,68.82,1.22,252.85,0.15,759.08,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T19:45:00.000000+0000,35.71,55.1,8.32,34.83,43.15,26.01,9.41,5.11,24.85,0.34,0.77,0.54,0.66,69.79,1.22,242.8,0.17,759.3,-0.5
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T20:00:00.000000+0000,35.32,54.63,8.2,32.66,40.87,26.03,9.14,5.47,26.9,0.4,0.75,0.23,0.33,69.31,1.19,239.92,0.48,759.45,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T20:15:00.000000+0000,33.63,52.6,8.23,30.71,38.94,25.6,9.6,5.17,27.09,0.94,1.19,0.03,0.71,70.06,1.18,179.51,0.05,759.53,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T20:30:00.000000+0000,33.63,52.6,8.37,29.93,38.3,24.89,9.67,5.29,25.77,0.53,1.33,0.24,0.39,70.98,1.32,167.58,,759.75,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T20:45:00.000000+0000,33.63,52.6,8.79,30.12,38.92,24.65,9.72,5.28,24.07,0.07,1.03,0.28,0.37,71.25,1,185.55,0.15,759.9,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T21:00:00.000000+0000,33.7,52.68,9.45,31.43,40.87,24.65,9.82,4.3,21.25,0.27,0.17,0.73,0.5,71.63,1.03,213.53,0.14,759.97,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T21:15:00.000000+0000,34.01,53.06,10.22,32.85,43.07,24.73,9.75,4.43,19.12,0.06,2.2,0.14,0.43,71.97,1.23,210.68,0.57,759.97,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T21:30:00.000000+0000,34.01,53.06,11.68,36.58,48.25,25.03,9.62,4.71,18.76,0.98,2.1,0.45,0.56,70.84,0.99,218.07,1.15,759.97,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T21:45:00.000000+0000,34.01,53.06,14.43,41.35,55.78,25.43,9.4,4.77,18.57,0.21,0.76,0.7,0.66,70.98,1.13,214.72,0.82,759.82,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T22:00:00.000000+0000,33.43,52.36,15.7,42.77,58.47,24.86,7.11,4.74,17.61,0,0.62,0.27,0.66,70.94,0.76,212.24,0.57,759.75,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T22:15:00.000000+0000,30.93,49.37,16.16,43.16,59.31,25.15,8.36,4.89,17.31,0,0.44,0.53,0.12,71.34,0.95,190.77,0.67,759.6,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T22:30:00.000000+0000,30.93,49.37,16.95,45.01,61.96,25.61,9.21,5.2,17.49,0.25,0.4,0.37,0.49,71.09,0.97,234.61,0.74,759.53,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T22:45:00.000000+0000,30.93,49.37,17.14,45.92,63.06,25.48,9.25,5.28,17.8,0.05,1.27,0.51,0.34,71.48,1.05,223.79,0.24,759.45,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T23:00:00.000000+0000,30.93,49.37,16.61,44.09,60.7,25.62,9.31,5.43,18.26,1.29,1.45,0.71,0.64,72.42,1.23,207.72,0.14,759.38,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T23:15:00.000000+0000,30.94,49.38,15.9,41.59,57.49,25.29,9.29,5.62,18.85,0.85,0.52,0.57,0.53,74.26,1.28,185.86,,759.3,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-01T23:30:00.000000+0000,30.94,49.38,15.98,40.26,56.25,25.11,9.32,5.47,18.94,1.12,1.08,0.36,0.21,76.21,1.29,179.61,0.21,759.22,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T00:00:00.000000+0000,31.32,49.84,20.63,44.61,65.24,26.22,9.57,5.21,17.79,1.39,1.08,0.05,0.43,78.06,1.38,165.24,,759.08,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T00:15:00.000000+0000,32.98,51.83,21.13,43.84,64.97,26,9.31,5.08,17.69,0.63,0.93,0.82,0.56,81.04,1.38,165.24,,759.08,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T00:30:00.000000+0000,32.98,51.83,23.02,44.55,67.57,26.01,9.33,5.44,17.88,0.73,1.74,0.18,0.22,84.29,1.38,165.24,,758.92,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T00:45:00.000000+0000,32.98,51.83,27.88,48.79,76.67,26.53,9.29,5.52,18.39,0.41,0.82,0.3,0.3,84.48,1.38,165.24,,758.85,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T01:00:00.000000+0000,33.41,52.37,33.34,54.38,87.72,27.28,9.24,1.58,17.55,0.21,1.82,0.06,0.34,84.86,1.38,165.24,,758.7,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T01:15:00.000000+0000,35.38,54.71,39.82,65.23,105.05,28.73,9.25,3.54,18.12,0.17,1.72,0.37,0.2,86.51,1.38,165.24,,758.55,-0.51
site_293,Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",2024-01-02T01:30:00.000000+0000,35.38,54.71,40.31,63.64,103.95,29.28,9.44,3.53,18.04,2.27,1.28,0.21,0.03,87.47,1.38,165.24,,758.4,-0.51
