Station ID,State,City,Station Name,Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T07:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T07:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T08:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T08:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T08:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T08:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T09:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T09:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T09:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T09:45:00.000000+0000,48.0,73.0,,,,,20.13,0.13,2.22,0.02,,,,0.01,0.01,24.35,,1.4,110.53,,0.0,0.0,1016.05,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T10:00:00.000000+0000,48.0,73.0,,,,,0.49,0.34,3.88,0.0,,,,,,24.29,,1.43,81.93,,0.0,0.0,1016.02,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T10:15:00.000000+0000,45.33,69.47,24.6,17.47,42.07,0.63,21.25,0.24,2.97,0.01,,,,0.01,0.02,24.6,,1.77,75.35,,0.0,24.3,1015.65,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T10:30:00.000000+0000,48.0,73.0,,,,,21.74,0.27,2.12,0.01,,,,0.01,0.02,24.4,,1.95,58.95,,0.0,0.0,1015.81,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T10:45:00.000000+0000,48.0,73.0,,,,209.74,20.74,0.31,2.79,0.02,,,,0.02,0.02,24.42,,2.0,43.35,,0.0,0.0,1015.69,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T11:00:00.000000+0000,15.72,24.58,,,,,22.47,0.76,3.02,0.01,,,,0.01,0.02,24.31,,2.67,59.55,,0.0,0.0,1015.64,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T11:15:00.000000+0000,13.0,20.5,,,,,20.8,0.82,2.22,0.01,,,,0.01,0.02,24.43,,2.49,42.16,,0.0,0.0,1015.21,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T11:30:00.000000+0000,13.0,20.5,,,,,21.13,0.75,3.49,0.02,,,,0.01,0.02,24.31,,2.31,55.11,,0.0,0.0,1014.92,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T11:45:00.000000+0000,13.0,20.5,,,,,22.2,0.48,4.35,0.01,,,,0.01,0.02,24.45,,3.3,40.02,,0.0,0.0,1014.75,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T12:00:00.000000+0000,19.53,30.16,,,,,20.77,0.24,3.38,0.01,,,,0.01,0.02,23.66,,3.0,39.12,,0.0,0.0,1014.55,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T12:15:00.000000+0000,20.0,31.0,,,,,21.49,0.44,2.11,0.01,,,,0.01,0.02,23.71,,2.16,59.21,,0.0,0.0,1014.31,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T12:30:00.000000+0000,20.0,31.0,,,,,21.36,0.41,2.7,0.01,,,,0.01,0.02,24.11,,2.27,69.07,,0.0,0.0,1013.94,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T12:45:00.000000+0000,20.0,31.0,,,,,20.96,0.6,2.58,0.01,,,,0.01,0.02,24.27,,1.88,88.8,,0.0,0.0,1013.56,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T13:00:00.000000+0000,20.93,32.38,,,,,20.7,0.46,2.0,0.01,,,,0.01,0.02,24.39,,1.74,132.78,,0.0,0.0,1013.1,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T13:15:00.000000+0000,21.0,32.5,,,,,21.44,0.65,3.09,0.01,,,,0.02,0.02,24.65,,1.89,129.53,,0.0,0.0,1012.83,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T13:30:00.000000+0000,21.0,32.5,,,,,21.51,0.61,2.75,0.01,,,,0.02,0.03,24.96,,1.68,86.04,,0.0,0.0,1012.67,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T13:45:00.000000+0000,21.0,32.5,,,,,20.44,0.43,3.81,0.02,,,,0.02,0.03,25.16,,2.58,47.72,,0.0,0.0,1012.55,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T14:00:00.000000+0000,23.77,36.65,,,,,20.23,0.65,3.39,0.02,,,,0.02,0.03,24.85,,2.03,63.54,,0.0,0.0,1012.5,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T14:15:00.000000+0000,24.0,37.0,,,,,21.03,0.51,2.1,0.02,,,,0.02,0.03,24.61,,2.05,50.29,,0.0,0.0,1012.34,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T14:30:00.000000+0000,24.0,37.0,,,,,20.89,0.7,3.02,0.02,,,,0.02,0.03,24.33,,2.25,40.6,,0.0,0.0,1012.13,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T14:45:00.000000+0000,24.0,37.0,,,,,20.75,0.88,3.4,0.01,,,,0.02,0.03,24.38,,2.09,59.31,,0.0,0.0,1011.93,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T15:00:00.000000+0000,23.08,35.6,,,,,21.18,0.86,4.0,0.01,,,,0.02,0.02,24.63,,2.33,60.28,,0.0,0.0,1011.81,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T15:15:00.000000+0000,23.0,35.5,,,,,20.94,0.52,3.52,0.01,,,,0.02,0.01,24.49,,2.33,66.18,,0.0,0.0,1011.84,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T15:30:00.000000+0000,23.0,35.5,,,,,21.33,1.01,2.91,0.01,,,,0.02,0.02,24.48,,2.23,50.8,,0.0,0.0,1011.76,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T15:45:00.000000+0000,23.0,35.5,,,,,21.24,0.47,3.26,0.01,,,,0.01,0.02,24.87,,2.6,50.13,,0.0,0.0,1011.58,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T16:00:00.000000+0000,23.92,36.9,,,,,20.97,0.73,3.02,0.01,,,,0.01,0.02,25.31,,1.95,91.08,,0.0,0.0,1011.67,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T16:15:00.000000+0000,24.0,37.0,,,,,20.86,0.49,3.63,0.01,,,,0.01,0.02,25.11,,1.69,66.13,,0.0,0.0,1011.77,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T16:30:00.000000+0000,24.0,37.0,,,,,21.05,0.63,3.23,0.01,,,,0.01,0.01,24.75,,2.84,64.38,,0.0,0.0,1011.76,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T16:45:00.000000+0000,24.0,37.0,,,,,20.53,0.53,2.59,0.01,,,,0.01,0.02,24.57,,2.46,72.99,,0.0,0.0,1011.76,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T17:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T17:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T17:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T17:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T18:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T18:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T18:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T18:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T19:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T19:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T19:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T19:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T20:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T20:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T20:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T20:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T21:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T21:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T21:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T21:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T22:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T22:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T22:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T22:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T23:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T23:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T23:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-07T23:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T00:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T00:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T00:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T00:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T01:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T01:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T01:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T01:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T02:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T02:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T02:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T02:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T03:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T03:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T03:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T03:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T04:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T04:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T04:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T04:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T05:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T05:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T05:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T05:45:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T06:00:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T06:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T06:30:00.000000+0000,15.0,23.5,,,,,20.97,,2.78,0.0,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T06:45:00.000000+0000,15.0,23.5,,,,,22.66,,3.13,0.0,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T07:00:00.000000+0000,15.0,23.5,,,,,20.84,,3.77,0.01,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T07:15:00.000000+0000,15.0,23.5,,,,,20.91,,2.97,0.01,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T07:30:00.000000+0000,15.0,23.5,,,,,20.89,,3.06,0.01,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T07:45:00.000000+0000,15.0,23.5,,,,,21.23,,3.15,0.01,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T08:00:00.000000+0000,16.84,26.27,,,,,21.23,,2.82,0.01,,,,0.02,0.01,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T08:15:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T08:30:00.000000+0000,17.0,26.5,,,,,18.65,,3.4,0.01,,,,0.01,0.01,25.75,,1.12,86.59,,0.0,18.1,1016.05,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T08:45:00.000000+0000,17.0,26.5,,,,,17.25,,4.47,0.0,,,,,,25.73,,2.35,77.96,,0.0,14.04,1016.14,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T09:00:00.000000+0000,,,,,,,21.74,,5.04,0.0,,,,0.01,0.01,25.37,,2.09,47.78,,0.0,48.94,1016.27,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T09:15:00.000000+0000,,,,,,,20.81,,3.76,0.01,,,,0.01,0.01,25.38,,2.0,63.24,,0.0,20.29,1016.36,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T09:30:00.000000+0000,,,,,,,20.96,,2.34,0.01,,,,0.01,0.01,25.5,,1.9,53.49,,0.0,53.0,1016.39,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T09:45:00.000000+0000,,,,,,,21.32,,2.54,0.01,,,,0.01,0.01,25.78,,1.75,40.5,,0.0,54.37,1016.38,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T10:00:00.000000+0000,17.0,26.5,,,,,20.52,,2.84,0.01,,,,,0.01,26.17,,1.05,69.75,,0.0,25.33,1016.37,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T10:15:00.000000+0000,17.0,26.5,,,,,20.59,,2.46,0.01,,,,,0.01,26.68,,1.22,90.15,,0.0,32.27,1016.35,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T10:30:00.000000+0000,,,,,,,,,,,,,,,,,,,,,0.0,,,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T10:45:00.000000+0000,17.0,26.5,,,,,21.22,,2.64,0.01,,,,0.01,0.01,27.3,,1.68,81.83,,0.0,64.92,1016.28,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T11:00:00.000000+0000,23.53,36.18,,,,,20.92,,3.22,0.01,,,,0.01,0.01,27.41,,1.39,87.36,,0.0,109.05,1016.18,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T11:15:00.000000+0000,24.0,37.0,,,,,21.75,,3.02,0.01,,,,0.01,0.02,27.5,,1.39,87.38,,0.0,115.18,1015.95,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T11:30:00.000000+0000,24.0,37.0,,,,,21.76,,3.37,0.01,,,,0.02,0.02,27.64,,1.43,88.23,,0.0,159.58,1015.71,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T11:45:00.000000+0000,24.0,37.0,,,,,21.67,,3.2,0.01,,,,0.02,0.02,27.71,,1.62,86.54,,0.0,162.92,1015.45,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T12:00:00.000000+0000,22.16,34.23,,,,,21.5,,2.4,0.01,,,,0.02,0.02,27.81,,1.43,87.25,,0.0,168.15,1015.23,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T12:15:00.000000+0000,22.0,34.0,,,,,21.56,,2.73,0.01,,,,0.02,0.03,27.9,,1.36,94.97,,0.0,194.75,1014.99,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T12:30:00.000000+0000,22.0,34.0,,,,,21.67,,2.78,0.01,,,,0.02,0.02,27.88,,1.3,90.1,,0.0,145.51,1014.77,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T12:45:00.000000+0000,22.0,34.0,,,,,21.29,,2.79,0.01,,,,0.01,0.02,27.96,,0.96,90.45,,0.0,158.6,1014.49,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T13:00:00.000000+0000,24.77,38.15,,,,,20.88,,2.86,0.02,,,,0.01,0.02,27.97,,1.06,82.5,,0.0,135.29,1014.19,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T13:15:00.000000+0000,25.0,38.5,,,,,21.32,,2.57,0.01,,,,0.01,0.02,27.99,,1.01,88.44,,0.0,150.68,1013.99,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T13:30:00.000000+0000,25.0,38.5,,,,,21.46,,2.83,0.01,,,,0.01,0.02,28.05,,1.01,97.84,,0.0,163.91,1013.8,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T13:45:00.000000+0000,25.0,38.5,,,,,20.44,,3.29,0.01,,,,0.01,0.01,28.03,,1.1,85.23,,0.0,169.37,1013.63,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T14:00:00.000000+0000,30.53,46.8,,,,,20.71,,2.83,0.01,,,,0.01,0.01,28.14,,0.93,77.56,,0.0,175.06,1013.56,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T14:15:00.000000+0000,31.0,47.5,,,,,20.61,,2.83,0.01,,,,0.01,0.02,28.17,,1.24,73.95,,0.0,178.66,1013.44,
site_5618,Tamil Nadu,Chennai,"Gandhi Nagar_Ennore, Chennai - TNPCB",2024-01-08T14:30:00.000000+0000,31.0,47.5,,,,,20.49,,3.13,0.02,,,,0.02,0.02,28.04,,1.36,71.64,,0.0,173.6,1013.31,
