_id,Station ID,State,City,Station Name,Timestamp,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),O Xylene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),AT (degC),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
11638,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T02:00:00,9.2,15.33,4.4,12.6,17.0,52.79,8.54,0.06,53.35,1.03,0.77,,,0.26,0.3,,90.7,1.98,184.02,,,9.42,994.6,-0.47
11639,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T02:15:00,10.67,17.86,4.13,12.81,16.93,53.94,8.93,,27.04,0.0,2.98,,,0.84,1.11,,90.59,1.79,191.86,,,9.71,994.5,-0.47
11640,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T02:30:00,13.22,22.04,4.3,12.74,17.04,54.06,8.68,0.05,34.79,0.0,1.53,,,,0.73,,89.43,2.39,193.27,,,10.1,994.5,-0.46
11641,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T02:45:00,13.22,22.04,4.49,13.31,17.8,55.4,8.84,0.05,41.1,0.0,0.34,,,,1.2,,88.46,2.24,195.77,,,9.85,994.5,-0.46
11642,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T03:00:00,13.22,22.04,5.09,13.24,18.33,54.46,8.47,,47.05,0.28,1.34,,,1.01,0.78,,88.25,1.7,196.31,,,10.06,994.5,-0.47
11643,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T03:15:00,12.84,21.37,4.55,12.32,16.87,56.03,9.05,,46.72,1.32,0.7,,,3.36,0.76,,88.3,2.02,204.28,,,10.36,994.5,-0.47
11644,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T03:30:00,12.17,20.29,4.31,12.1,16.41,54.43,8.39,0.01,46.48,1.69,0.0,,,0.38,0.29,,88.29,2.09,196.1,,,9.9,994.5,-0.47
11645,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T03:45:00,12.17,20.29,4.1,11.98,16.08,54.28,9.25,0.0,46.33,1.48,0.37,,,0.11,0.36,,88.6,1.98,201.76,,,9.37,994.5,-0.47
11646,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T04:00:00,12.17,20.29,3.97,11.86,15.83,54.57,8.93,0.0,46.45,1.05,1.22,,,0.55,0.23,,88.41,1.8,199.01,,,9.75,994.7,-0.47
11647,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T04:15:00,12.13,20.22,3.95,11.68,15.64,55.02,9.38,0.0,46.71,0.52,0.0,,,0.69,0.77,,88.97,1.78,199.55,,,9.5,995.0,-0.47
11648,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T04:30:00,12.08,20.13,4.14,12.14,16.29,55.16,8.77,0.0,45.19,0.0,0.25,,,0.8,0.14,,89.55,1.96,204.29,,,9.26,995.1,-0.47
11649,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T04:45:00,12.08,20.13,4.29,13.01,17.3,56.86,8.7,0.0,44.8,0.37,1.26,,,1.16,0.49,,90.06,1.55,204.14,,,9.13,995.2,-0.48
11650,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T05:00:00,12.08,20.13,4.53,13.67,18.2,57.63,8.49,0.0,44.56,1.44,1.85,,,,0.44,,89.82,1.95,199.93,,,9.37,995.4,-0.47
11651,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T05:15:00,11.68,19.47,4.52,13.05,17.58,57.71,8.43,2.2,44.56,1.06,1.49,,,0.28,1.01,,90.15,1.93,195.01,,,9.39,995.4,-0.47
11652,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T05:30:00,11.03,18.38,4.54,12.83,17.37,58.25,8.56,0.0,45.78,1.69,0.71,,,1.29,0.44,,90.13,1.75,198.1,,,10.32,995.7,-0.47
11653,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T05:45:00,11.03,18.38,4.68,13.58,18.26,58.75,8.88,0.0,44.92,1.63,0.0,,,1.18,0.7,,90.11,1.79,193.47,,,12.88,995.7,-0.47
11654,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T06:00:00,11.03,18.38,6.1,14.19,20.3,48.78,9.02,0.0,44.98,0.86,0.47,,,0.08,0.35,,89.84,1.71,194.55,,,19.41,995.9,-0.48
11655,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T06:15:00,11.73,19.51,5.74,15.22,20.97,56.2,8.88,0.0,47.59,3.19,1.55,,,0.38,0.15,,89.31,1.53,201.14,,,25.57,996.2,-0.48
11656,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T06:30:00,12.88,21.47,5.99,15.77,21.76,58.52,9.14,0.0,48.08,1.25,0.0,,,0.36,0.5,,88.34,1.26,200.8,,,35.37,996.3,-0.48
11657,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T06:45:00,12.88,21.47,5.92,15.43,21.35,58.77,8.55,0.0,47.43,0.0,0.0,,,0.12,0.08,,86.71,1.52,197.33,,,47.34,996.6,-0.48
11658,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T07:00:00,12.88,21.47,6.09,15.42,21.51,59.22,8.12,0.0,47.56,0.32,0.32,,,0.61,0.38,,85.39,1.91,197.45,,,58.48,996.9,-0.47
11659,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T07:15:00,13.63,22.75,6.23,15.37,21.6,59.45,8.71,0.0,48.75,1.47,1.47,,,0.75,0.48,,83.31,1.66,194.92,,,70.14,997.2,-0.47
11660,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T07:30:00,14.91,24.86,6.09,15.39,21.47,59.68,8.86,0.0,49.19,1.57,1.57,,,0.16,0.33,,80.88,1.74,194.34,,,84.71,997.5,-0.47
11661,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T07:45:00,14.91,24.86,5.99,15.12,21.11,59.56,8.55,0.0,52.54,1.04,1.45,,,0.52,0.32,,78.13,1.55,195.32,,,109.68,997.6,-0.48
11662,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T08:00:00,14.91,24.86,5.73,16.58,22.31,60.68,8.54,0.0,46.75,1.52,2.6,,,0.12,0.72,,74.16,1.93,194.25,,,127.01,997.8,-0.47
11663,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T08:15:00,16.11,26.85,4.41,17.22,21.64,61.79,8.94,0.3,45.89,0.86,1.44,,,0.47,0.79,,71.42,1.94,193.92,,,134.65,998.1,-0.47
11664,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T08:30:00,18.08,30.14,3.25,17.49,20.73,62.54,8.51,0.03,46.36,0.0,0.97,,,0.27,0.15,,68.58,1.72,193.44,,,196.26,998.0,-0.47
11665,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T08:45:00,18.08,30.14,2.55,18.07,20.61,62.86,9.23,0.1,44.01,0.15,0.65,,,,0.61,,65.01,1.73,195.87,,,279.26,998.1,-0.47
11666,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T09:00:00,18.08,30.14,2.26,17.59,19.84,61.51,8.32,0.05,48.89,0.54,0.33,,,0.11,0.46,,62.71,1.9,179.66,,,385.43,998.0,-0.47
11667,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T09:15:00,16.53,27.55,1.81,17.5,19.3,62.9,8.29,0.03,44.64,0.15,1.17,,,0.45,,,58.63,1.82,193.22,,,446.89,997.8,-0.47
11668,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T09:30:00,13.97,23.29,1.44,17.64,19.08,60.61,8.52,0.0,45.24,0.89,0.77,,,0.59,0.17,,53.93,2.15,196.47,,,470.14,997.8,-0.46
11669,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T09:45:00,13.97,23.29,1.26,17.76,19.01,59.6,8.73,0.0,47.14,1.56,2.99,,,1.49,0.67,,51.58,2.19,205.4,,,504.28,997.8,-0.46
11670,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T10:00:00,13.97,23.29,1.1,18.22,19.32,62.44,8.14,0.02,36.01,1.46,1.27,,,1.1,0.39,,51.02,1.75,181.08,,,339.83,997.7,-0.47
11671,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T10:15:00,13.87,23.12,0.93,18.76,19.69,64.35,8.96,0.03,44.19,1.61,0.74,,,0.8,0.63,,49.77,1.75,187.23,,,471.9,997.5,-0.47
11672,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T10:30:00,13.7,22.84,0.97,18.74,19.71,64.88,8.52,0.03,44.51,1.01,0.39,,,0.66,0.09,,48.09,1.67,194.12,,,513.22,997.1,-0.47
11673,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T10:45:00,13.7,22.84,1.12,19.42,20.54,65.44,8.81,0.02,46.44,0.0,1.35,,,0.94,0.31,,46.16,1.71,193.07,,,571.04,996.9,-0.47
11674,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T11:00:00,13.7,22.84,0.92,18.41,19.33,65.0,8.83,0.0,43.72,0.0,0.0,,,1.13,0.09,,45.02,1.81,171.43,,,620.55,996.6,-0.47
11675,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T11:15:00,14.91,24.91,0.7,16.8,17.49,64.22,9.04,0.03,40.78,0.0,0.0,,,0.15,0.31,,44.99,1.67,180.84,,,619.88,996.4,-0.47
11676,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T11:30:00,17.0,28.33,0.82,16.28,17.09,63.16,8.74,0.0,42.15,0.0,0.32,,,0.71,0.32,,54.41,1.51,167.14,,,586.96,996.3,-0.47
11677,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T11:45:00,17.0,28.33,1.38,15.55,16.93,62.73,9.06,0.0,44.52,0.23,1.28,,,0.79,1.25,,57.99,2.07,147.89,,,583.43,996.0,-0.46
11678,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T12:00:00,17.0,28.33,1.99,14.72,16.71,62.11,8.98,3.0,45.52,0.82,0.55,,,0.96,0.59,,61.03,2.11,153.47,,,609.48,995.7,-0.46
11679,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T12:15:00,15.59,25.98,2.68,14.29,16.97,61.34,9.23,0.04,45.82,0.18,0.28,,,1.06,0.43,,60.36,2.2,150.38,,,621.53,995.5,-0.46
11680,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T12:30:00,13.26,22.1,2.02,14.04,16.05,65.89,8.73,0.05,41.81,0.62,0.98,,,0.5,0.22,,60.49,2.44,152.94,,,626.43,995.3,-0.46
11681,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T12:45:00,13.26,22.1,1.58,13.25,14.83,65.14,8.59,0.09,42.66,0.32,0.0,,,0.07,,,60.96,2.56,152.06,,,626.99,995.1,-0.46
11682,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T13:00:00,13.26,22.1,1.48,12.74,14.21,63.65,9.06,0.02,41.91,1.3,1.07,,,0.42,0.25,,59.25,2.3,153.74,,,651.44,994.7,-0.46
11683,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T13:15:00,15.05,25.08,1.43,13.77,15.2,61.45,8.57,0.08,38.45,0.59,3.73,,,0.82,0.86,,58.67,2.35,151.12,,,664.35,994.4,-0.46
11684,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T13:30:00,17.99,29.98,1.24,14.42,15.66,59.34,8.77,0.03,37.37,0.0,0.0,,,0.95,0.13,,57.65,2.54,154.06,,,655.95,994.2,-0.46
11685,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T13:45:00,17.99,29.98,1.12,13.92,15.03,56.82,8.36,0.06,36.79,0.32,0.0,,,0.73,0.55,,56.74,2.57,153.29,,,641.09,994.1,-0.45
11686,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T14:00:00,17.99,29.98,1.05,13.3,14.35,56.54,8.74,0.02,38.25,1.11,0.0,,,1.41,0.39,,56.78,2.5,158.39,,,586.74,993.7,-0.46
11687,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T14:15:00,19.38,32.31,1.01,13.69,14.7,61.65,9.2,0.01,40.21,0.44,0.0,,,0.57,0.26,,55.53,2.38,163.09,,,552.35,993.5,-0.46
11688,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T14:30:00,21.68,36.13,0.88,13.25,14.13,67.87,8.5,0.07,40.34,1.53,0.0,,,0.87,,,55.78,2.32,157.86,,,520.44,993.2,-0.46
11689,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T14:45:00,21.68,36.13,0.93,13.18,14.11,70.84,8.45,0.05,41.41,0.4,0.3,,,0.9,,,58.13,2.5,159.51,,,507.8,993.0,-0.46
11690,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T15:00:00,21.68,36.13,1.23,13.39,14.62,68.82,8.84,0.0,43.16,1.67,1.63,,,0.63,0.24,,60.63,2.54,159.27,,,475.3,992.7,-0.45
11691,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T15:15:00,19.9,33.17,1.34,13.65,14.99,68.82,8.45,7.2,42.61,0.99,2.82,,,0.78,0.94,,60.04,2.15,160.73,,,431.48,992.5,-0.46
11692,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T15:30:00,16.98,28.29,1.4,13.89,15.29,67.1,9.13,9.3,44.25,0.35,3.31,,,0.13,0.61,,61.63,2.55,163.81,,,383.1,992.6,-0.45
11693,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T15:45:00,16.98,28.29,1.46,13.68,15.14,65.44,8.35,0.06,46.07,1.22,2.5,,,0.65,0.99,,62.33,2.48,152.59,,,342.73,992.6,-0.46
11694,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T16:00:00,16.98,28.29,1.52,13.69,15.21,64.88,9.07,,42.67,0.17,0.18,,,0.97,,,65.19,2.14,154.71,,,278.46,992.5,-0.46
11695,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T16:15:00,15.36,25.6,1.61,13.57,15.17,63.9,8.65,0.05,43.19,0.6,1.05,,,0.96,0.18,,67.3,2.23,158.21,,,239.38,992.4,-0.46
11696,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T16:30:00,12.7,21.17,1.65,13.32,14.97,62.95,8.3,,44.06,0.0,1.75,,,0.52,0.77,,72.04,2.33,161.92,,,148.08,992.5,-0.46
11697,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T16:45:00,12.7,21.17,1.64,12.99,14.63,62.36,8.84,,38.01,0.36,0.96,,,0.8,0.66,,78.06,2.11,158.58,,,48.75,992.9,-0.46
11698,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T17:00:00,12.7,21.17,1.38,13.0,14.38,65.21,8.71,0.07,33.8,1.24,0.25,,,0.87,0.56,,82.94,2.18,170.46,,,21.34,993.2,-0.46
11699,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T17:15:00,18.88,31.46,1.32,13.98,15.3,70.5,8.71,,29.51,0.26,0.87,,,1.08,0.35,,85.84,2.39,166.5,,,18.02,993.2,-0.46
11700,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T17:30:00,29.05,48.41,1.67,13.93,15.6,65.84,8.67,0.0,25.12,0.9,0.25,,,1.06,1.21,,87.71,2.3,162.05,,,17.22,993.5,-0.46
11701,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T17:45:00,29.05,48.41,2.35,13.67,16.02,63.01,8.67,0.2,31.91,0.33,1.25,,,2.42,2.28,,87.67,1.79,168.83,,,15.83,993.6,-0.47
11702,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T18:00:00,29.05,,,,,,9.23,,66.31,0.0,0.0,,,,,,88.91,2.05,174.81,,,10.0,993.9,-0.47
11703,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T18:15:00,26.19,43.65,2.41,8.49,10.9,45.75,8.62,,38.95,0.93,1.35,,,0.31,0.29,,89.36,1.86,166.41,,,8.31,994.0,-0.47
11704,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T18:30:00,21.49,35.81,4.02,12.89,16.91,53.86,8.72,0.0,38.78,2.27,4.55,,,1.07,0.84,,89.66,1.98,165.45,,,8.06,994.4,-0.47
11705,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T18:45:00,21.49,35.81,4.41,13.11,17.52,54.44,8.63,0.0,39.7,0.65,4.14,,,0.89,0.8,,88.66,2.09,167.74,,,8.59,994.6,-0.47
11706,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T19:00:00,21.49,35.81,4.84,13.56,18.4,54.5,8.34,0.0,40.72,0.25,1.72,,,0.12,0.93,,87.4,2.01,173.72,,,8.97,994.8,-0.46
11707,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T19:15:00,20.78,34.64,5.18,14.16,19.34,54.99,8.87,0.0,40.23,0.53,1.74,,,0.24,0.65,,87.23,1.79,180.7,,,9.13,995.1,-0.47
11708,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T19:30:00,19.57,32.62,5.57,15.0,20.56,55.33,8.57,,40.34,0.64,1.42,,,0.15,0.55,,86.03,1.73,172.69,,,9.01,995.4,-0.47
11709,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T19:45:00,19.57,32.62,5.75,15.01,20.76,54.73,8.55,0.1,39.68,1.35,0.78,,,0.48,0.58,,86.22,1.83,184.34,,,9.17,995.4,-0.47
11710,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T20:00:00,19.57,32.62,6.1,15.35,21.45,55.35,8.56,0.06,41.25,0.0,2.63,,,0.52,0.36,,86.01,1.75,182.77,,,9.21,995.4,-0.47
11711,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T20:15:00,18.74,31.24,6.23,15.3,21.52,55.86,8.55,,53.92,0.21,5.52,,,0.56,0.38,,85.51,1.98,181.55,,,9.28,995.5,-0.47
11712,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T20:30:00,17.38,28.97,6.1,15.46,21.55,56.14,8.63,,45.3,0.44,0.6,,,0.36,,,84.07,1.53,170.06,,,9.6,995.5,-0.48
11713,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T20:45:00,17.38,28.97,6.14,16.33,22.47,56.52,8.61,,42.45,0.0,1.75,,,0.33,,,82.18,1.61,178.5,,,9.72,995.7,-0.47
11714,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T21:00:00,17.38,28.97,7.24,15.93,23.18,54.9,8.6,9.2,46.54,0.0,1.01,,,1.09,,,81.81,1.73,187.26,,,9.2,995.7,-0.47
11715,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T21:15:00,15.63,26.05,6.91,15.82,22.73,56.35,8.63,9.8,51.46,0.0,0.27,,,0.85,0.09,,80.67,1.58,196.45,,,9.72,995.8,-0.47
11716,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T21:30:00,12.75,21.25,6.29,16.24,22.53,56.03,8.59,0.8,46.95,0.61,0.57,,,0.18,0.2,,78.92,1.5,179.63,,,10.21,995.9,-0.48
11717,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T21:45:00,12.75,21.25,6.0,15.59,21.59,55.39,8.81,3.7,46.09,1.5,0.47,,,0.67,0.22,,78.1,1.51,176.85,,,9.76,996.0,-0.48
11718,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T22:00:00,12.75,21.25,5.86,16.24,22.11,56.72,8.71,0.01,43.42,0.93,1.37,,,0.63,0.74,,77.16,1.51,175.81,,,9.31,996.0,-0.48
11719,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T22:15:00,12.51,20.85,6.09,16.66,22.75,57.84,9.01,,44.26,1.54,0.8,,,0.12,1.06,,75.54,1.53,189.24,,,9.33,996.0,-0.47
11720,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T22:30:00,,,6.12,,,,,,,,,,,,,,75.66,,,,,,,-0.47
11721,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T22:45:00,12.12,20.2,5.91,15.52,21.43,58.71,9.02,7.6,43.33,0.82,2.51,,,0.9,0.36,,76.89,1.53,182.24,,,9.59,995.7,-0.48
11722,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T23:00:00,12.12,20.2,5.73,15.23,20.96,59.34,8.38,0.01,43.26,1.98,4.47,,,0.26,0.39,,77.85,1.49,188.55,,,9.28,995.6,-0.48
11723,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T23:15:00,12.51,20.86,5.64,14.81,20.45,59.92,8.79,0.01,45.54,4.39,2.07,,,0.59,0.29,,76.07,1.59,204.61,,,9.49,995.4,-0.48
11724,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-04T23:30:00,13.16,21.93,5.45,14.17,19.62,59.97,8.78,0.03,48.63,0.0,1.26,,,0.11,0.99,,74.38,1.65,196.83,,,9.54,995.3,-0.48
11725,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T00:00:00,13.16,21.93,5.27,14.18,19.45,60.45,9.15,0.07,47.0,0.0,2.18,,,0.4,0.12,,73.63,1.56,198.82,,,9.6,994.9,-0.48
11726,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T00:15:00,11.79,19.71,5.14,13.94,19.08,60.7,8.76,3.6,42.6,0.0,1.63,,,0.29,0.41,,74.74,1.33,196.29,,,9.5,994.7,-0.48
11727,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T00:30:00,9.53,15.88,4.98,13.54,18.52,60.09,8.11,0.06,40.13,0.63,0.2,,,0.54,0.53,,76.37,1.33,189.06,,,9.48,994.5,-0.48
11728,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T00:45:00,9.53,15.88,4.81,12.77,17.59,59.43,8.62,0.04,39.74,2.06,0.45,,,1.31,0.68,,77.86,1.43,189.38,,,9.52,994.2,-0.48
11729,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T01:00:00,9.53,15.88,4.66,12.77,17.43,60.09,8.79,0.03,41.17,2.1,0.74,,,0.68,0.61,,78.97,1.33,197.44,,,9.89,994.2,-0.48
11730,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T01:15:00,8.94,14.86,4.57,13.03,17.6,60.73,8.62,0.04,42.97,1.94,1.64,,,1.05,0.15,,80.06,1.19,186.18,,,9.42,993.9,-0.48
11731,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T01:30:00,7.91,13.19,4.6,12.66,17.26,59.78,8.49,0.02,42.28,1.22,0.54,,,0.76,0.33,,81.54,1.44,194.65,,,9.13,993.7,-0.48
11732,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T01:45:00,7.91,13.19,4.61,12.64,17.24,59.5,8.85,0.02,41.16,0.39,1.19,,,1.05,0.2,,82.65,1.42,184.23,,,9.46,993.5,-0.48
11733,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T02:00:00,7.91,13.19,4.54,12.39,16.93,60.0,8.39,0.07,41.51,1.41,0.43,,,,0.74,,83.57,1.32,191.66,,,9.52,993.3,-0.48
11734,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T02:15:00,10.75,17.92,4.6,12.19,16.8,59.98,8.94,0.0,41.23,1.44,1.16,,,,0.91,,83.52,1.47,187.39,,,9.8,993.0,-0.48
11735,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T02:30:00,15.43,25.71,4.58,11.9,16.48,59.66,8.59,0.08,41.1,0.46,0.88,,,0.16,0.69,,83.81,1.48,182.53,,,9.66,993.0,-0.48
11736,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T02:45:00,15.43,25.71,4.61,11.86,16.47,59.14,8.44,,42.05,0.0,1.92,,,0.49,0.52,,83.16,1.42,195.06,,,9.75,993.0,-0.48
11737,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T03:00:00,15.43,25.71,5.61,11.95,17.56,56.89,8.65,2.1,42.22,0.54,2.72,,,0.32,0.76,,82.32,1.5,189.2,,,10.0,993.1,-0.48
11738,site_288,Tamil Nadu,Chennai,"Velachery Res. Area, Chennai - CPCB",2024-05-05T03:15:00,14.81,24.65,5.2,11.71,16.91,57.44,8.59,7.2,42.14,1.18,1.53,,,,0.47,,81.53,1.52,203.75,,,9.9,993.1,-0.48
